user,location,date,coordinates,content
Boba_Tea_Catan,Boba tea bar in CA-49,2020-01-08 19:01:05,,Want to help humans today? Take action by supporting @WCKitchen who is currently feeding those in need through the… https://t.co/SiyR5tV6sm
IowaUMChurch,"Des Moines, IA",2020-01-08 19:01:04,,Pray for the people of Puerto Rico as they begin to recover from a 6.4 mag earthquake hitting just a little over tw… https://t.co/AfDO2CwfiN
WilC79,,2020-01-08 19:01:02,,Magnitude 6.4 tremor causes Puerto Rico's worst earthquake damage in decades https://t.co/OigDxhimiZ
maaaaani___,,2020-01-08 19:00:59,,Puerto Rico had another earthquake 😰
RajaeAllali,Everywhere / Universal,2020-01-08 19:00:56,,Puerto Rico Hammered By Another Strong M6+ Earthquake and Swarm https://t.co/YQaewpTDQX via @YouTube
etivnna,"Miami, FL",2020-01-08 19:00:52,,Earthquake in Puerto Rico? Wtf going on!
K_Culliton,New York City,2020-01-08 19:00:37,,".@NYGovCuomo opens the NY #SOTS2020  address by promising support to Puerto Rico. The earthquake was, ""the last thing the Island needed."""
winknews,"Fort Myers, Fla.",2020-01-08 19:00:00,,Many residents afraid to go indoors after Puerto Rico’s strongest earthquake since 1918 // https://t.co/wvc7c8mD2D… https://t.co/bci6WU6833
PROTECT_SRP,Puerto Rico,2020-01-08 18:59:47,,"1. In the wake of recent earthquakes, Puerto Ricans are wary for the future because of the previous government fail… https://t.co/R9cMYK1MBE"
Miguel_Conesa,"Ponce, PR",2020-01-08 18:59:31,,What Puerto Rico tourists need to know in wake of earthquakes https://t.co/TzMh8tn7nB via @usatoday
ApadanaFreedom,United States,2020-01-08 18:59:20,,Puerto Rico slow to bring back electricity after powerful earthquake https://t.co/yRpwRSW8m7 https://t.co/OZSQKaaOax
Keith_Event,,2020-01-08 18:59:06,,"I think Event: Earthquake has occurred in Puerto Rico
Wed Jan  8 12:56:28 2020 CDT https://t.co/zKgpyBSKu6"
luisferre,"New York, NY",2020-01-08 18:58:57,,"@NYGovCuomo Cuomo mentions the earthquakes in Puerto Rico and how NY has already offered aid.
https://t.co/s6HM97llPa"
Betancourt__97,"Houston, TX",2020-01-08 18:58:54,,"So in just 8 days in 2020 and we got Iran bullshit, Puerto Rico Earthquake, Australia Fires, Alaska’s volcano erupt… https://t.co/BBZAMbJhwq"
jnbyz001,"New Jersey, USA",2020-01-08 18:58:48,,"What in the world is wrong with liberal.  I have a lady talking about Puerto Rico earthquake,  next thing she blame… https://t.co/dv98XusCAb"
hypervocal,,2020-01-08 18:58:30,,Power Outage Affects Two-Thirds of Puerto Rico After Earthquake https://t.co/LXHllBPmdM https://t.co/vAD1WlecPk
NickReisman,"Albany, NY",2020-01-08 18:58:29,,Cuomo says he's traveling back to Puerto Rico to aid with earthquake recovery.
Jevcat,"Staten Island, NY",2020-01-08 18:58:20,,"This is America, people, and these are U.S. citizens.
https://t.co/mjKSXQNE0Z"
redwingjohnny,"windsor, ontario",2020-01-08 18:58:09,,Puerto Rico reels from earthquake while Trump administration continues to illegally withhold aid https://t.co/yW1jSidwOc
CathExtension,United States,2020-01-08 18:57:38,,"The eldest sisters are being cared for in beds under the tents, while some of the youngest sisters are out helping … https://t.co/hJERRnffeO"
birdowltweets,United States,2020-01-08 18:57:03,,Puerto Rico slowly brings back electricity after powerful earthquake https://t.co/hYJpvDAA0F via @Reuters https://t.co/woHrDj1eJ7
commonpatriot,"Austin area, TX",2020-01-08 18:56:34,,"via @realDailyWire: Puerto Rico In State Of Emergency After 6.4 Magnitude Earthquake Leaves Hundreds Homeless, Mill… https://t.co/OAyz15NDPx"
IsraelNewsLinks,United States,2020-01-08 18:56:34,,"Puerto Rico In State Of Emergency After 6.4 Magnitude Earthquake Leaves Hundreds Homeless, Millions Without Power… https://t.co/Hf3M9JiisV"
MadWorldNews,"Pennsylvania, USA",2020-01-08 18:56:33,,"Puerto Rico In State Of Emergency After 6.4 Magnitude Earthquake Leaves Hundreds Homeless, Millions Without Power https://t.co/JLEH9UFb6p"
heart911team,"Newark, NJ",2020-01-08 18:56:13,,Puerto Rico - HEART 9/11 Pre-Apprentices will travel today from Orocovis to earthquake-ravaged Guayanilla to help t… https://t.co/QndCn0zvx0
TheReal_KDubb,"LA,Houston, NYC, ATL,Tampa",2020-01-08 18:56:13,,"Puerto Rico earthquakes 'so much worse' than Hurricane Maria, some residents say https://t.co/fsIG2ef4J3 #mustread #feedly"
tyoui53,,2020-01-08 18:56:03,,"Puerto Rico earthquakes 'so much worse' than Hurricane Maria, some residents say https://t.co/n3nOFM3Vb6"
JBernardJones,Atlanta,2020-01-08 18:55:37,,"""
""Puerto Rico has been through too much already. We should forgive their debt, make them a state and rebuild in ea… https://t.co/H1BUwZKF0e"
MarieB6860,,2020-01-08 18:55:35,,"We need to step up and help our brothers and sisters in Puerto Rico!  NOW!!!
https://t.co/blGHJdYowM"
ALT_uscis,,2020-01-08 18:54:59,,"The United States Secretary of disaster relief and feeding people, @chefjoseandres is back in Puerto Rico feeding p… https://t.co/4BovxtHGTt"
novasupermans,"Illinois, USA",2020-01-08 18:54:12,,I get paid tomorrow and I’m going to donate to help the fire situation in Australia but I also want to help with th… https://t.co/ML4b7UgkKL
YoBusiness1,"Florida, USA",2020-01-08 18:53:01,,Did he say anything about Ukrainian plane tragic❓ or Puerto Rico earthquake❓🇵🇷 https://t.co/h03rpmWI3D
JetNationAppy,,2020-01-08 18:52:40,,Fam in puerto rico sendin pics of the earthquake smh. Earth finna split in two
Rafuchiss,Planeta Tierra,2020-01-08 18:52:05,,Much of Puerto Rico still without power after worst earthquake in a century https://t.co/7Miy4T24V2 vía @guardian
ProudDem4Ever,"Dallas, TX",2020-01-08 18:52:02,,This happened too. Pls help if you can 💙 https://t.co/AlrO3OBfRA
DawnRoseTurner,"Comox Valley, BC",2020-01-08 18:51:17,,"#PuertoRicoEarthquakes
#PuertoRico Board Releases #EmergencyFunds After #earthquake. 
https://t.co/OWdo314s3Q"
wcapsnet,"Washington, DC & New York, NY",2020-01-08 18:51:03,,"Puerto Rico earthquakes' impact 'so much worse' than Hurricane Maria, residents say

https://t.co/hAVWgfYF8H"
TroyFHans,"Roswell, Georgia",2020-01-08 18:50:53,,"#PuertoRico #earthquake, power outage spurs state of #emergency, many sleep outside amid 'uncertainty' https://t.co/vcvgyvLhRE #FoxNews"
bbttychmbrs1,Houston Texas,2020-01-08 18:50:15,,Power Outage Affects Two-Thirds of Puerto Rico After Earthquake https://t.co/mz2V3gz9Z4
albertandtempie,United Kingdom,2020-01-08 18:49:52,,"Puerto Rico earthquake survivors say ""this is worst than Hurricane Maria."" - CNN 360"
DawnRoseTurner,"Comox Valley, BC",2020-01-08 18:49:32,,Trump Signs #EmergencyDeclaration for #PuertoRico After #earthquake https://t.co/gXKd6T7qQY
NoelDavila,"San Juan, Puerto Rico",2020-01-08 18:48:03,,It was actually a 6.4 earthquake. I tweeted out the information available at the time. Here's an informative piece… https://t.co/ytPrPm6wsz
Richard_Spoor,"White River, South Africa",2020-01-08 18:47:48,,The Puerto Rican Electricity Supply Commission has a good excuse.  https://t.co/2ZElLSUaV2
DawnRoseTurner,"Comox Valley, BC",2020-01-08 18:47:44,,"#PuertoRicoEarthquakes
Power Outage Affects Two-Thirds of #PuertoRico After #Earthquake.

Thousands of Puerto Rican… https://t.co/6KPzVKsnfO"
NYDISnet,"New York, NY",2020-01-08 18:47:20,,"DONATIONS NEEDED: Puerto Rico Earthquake Relief 

NYDIS is responding to a 6.4 magnitude earthquake &amp; aftershocks o… https://t.co/KVagjd4ifm"
HB04920973,Aleutian Mountain Range,2020-01-08 18:47:08,,@MissesJ3 @OrtaineDevian @DebbieA43922131 @farmingganja @slavewar @brupirl @RaeAnon @donaldpirl @freezebrand44… https://t.co/wvI0T9cLDP
janetwarren2005,"Chatsworth, Los Angeles",2020-01-08 18:47:07,,"To assist customers affected by the earthquake that struck southern parts of the island today, Sprint will provide… https://t.co/tg8QFawb1y"
Apex_WW,Global,2020-01-08 18:46:51,,#PuertoRico’s power grid crept back to service on Wednesday after it was shut down entirely as a safety measure on… https://t.co/R1QXGnZbrY
DawnRoseTurner,"Comox Valley, BC",2020-01-08 18:46:40,,"Power Outage Affects Two-Thirds of #PuertoRico After #Earthquake
| PayWall https://t.co/4oFzdh3kMi"
RepDebHaaland,"Albuquerque, NM",2020-01-08 18:46:23,,"Puerto Rico is once again at the mercy of a natural disaster, and once again this Administration is slow to ensure… https://t.co/Gw6sUcQBt3"
HablameLatiNo,"New York, NY",2020-01-08 18:46:05,,"Familia, check this out. More than two-thirds of ""La Isla del Encanto"" is without electricity in the wake of the… https://t.co/QthhvBSnED"
RealJL33,USA,2020-01-08 18:45:53,,It’s time to do your job ⁦@realDonaldTrump⁩. These Americans are in a natural disaster crisis.they need more than p… https://t.co/Aanb9WKDgd
MikeBloomberg,New York City,2020-01-08 18:45:43,,"Even as we face serious threats abroad, we also can't neglect the health and safety of our fellow citizens here at… https://t.co/2G9olq2Ftn"
NoFascistLies,"Missouri, USA",2020-01-08 18:45:29,,Power Outage Affects Two-Thirds of Puerto Rico After Earthquake https://t.co/wAnOf9QQmn
DieselTechForum,"Washington, DC Suburbs",2020-01-08 18:45:26,,"Puerto Rico earthquake triggers blackout, reports of injuries ... diesel generators now providing critical power. https://t.co/AfKAWNoSWp"
PEPEGAMERPR,"ponce, Puerto Rico",2020-01-08 18:45:25,,This does not stop Puerto Rico Earthquake 😓🇵🇷🙏🏻
Miss_Stazka,,2020-01-08 18:44:12,,BBC News - Puerto Rico earthquake: Punta Ventana collapses as powerful tremor hits https://t.co/BswTsLE9t6
AndrewGraham88,"Laramie, WY",2020-01-08 18:43:21,,"Puerto Rico can't catch a break from natural disasters, and trust that the government can respond is low. 

https://t.co/AOtMG8B1la"
PEPEGAMERPR,"ponce, Puerto Rico",2020-01-08 18:42:47,,Puerto Rico Earthquake Caught on Camera. Yesterday 7 January 2020🙏🏻🇵🇷😓 https://t.co/5kFVMainwH
TiSpasivKlik,Интернет,2020-01-08 18:41:56,,@fakulteti Puerto Rico Natural Wonder Punta Ventana Collapses After 5.8 Earthquake - YouTube: https://t.co/nn6mEswRpk
Insulin4LifeUSA,"Gainesville, FL",2020-01-08 18:41:52,,Puerto Rico diabetes community - If you know of diabetes supply shortages in your community due to the earthquake p… https://t.co/NBh1iN7Fhq
Keith_Event,,2020-01-08 18:41:35,,"I think Event: Earthquake has occurred in Puerto Rico
Wed Jan  8 12:38:53 2020 CDT https://t.co/WUG1WN9DT1"
cancel_enrique,"Castro, San Francisco",2020-01-08 18:41:19,,Much of Puerto Rico still without power after worst earthquake in a century https://t.co/2DtdzuU7Fo
HannahDMora,"California, USA",2020-01-08 18:41:00,,Power Outage Affects Two-Thirds of Puerto Rico After Earthquake https://t.co/l65P67Y8E9
JJHennigan,"Camillus, NY",2020-01-08 18:40:34,,"Will Drumpf ignore Puerto Rico again? #DrumpfAdministrationCorruption 

Puerto Rico declares emergency after strong… https://t.co/RVWw2L7NrD"
EXITAllStars,"Braintree,Ma",2020-01-08 18:39:28,,🙏🏼 for PR https://t.co/McclSIwn1k
carlifiveH,4/5 of 5h + Camila follows ,2020-01-08 18:39:01,,"Puerto Rico was hit by two earthquakes yesterday, if anyone on my tl could donate, please do
#PrayForPuertoRico
https://t.co/eH8kLnOXMk"
Woldcnews,"Washington, DC",2020-01-08 18:38:46,,6.4 Magnitude Earthquake Strikes Puerto Rico https://t.co/n5jM06PxNA
AuthorGMacShane,"Pennsylvania, USA",2020-01-08 18:38:44,,"Too bad Puerto Rico can't give #Individual1 a #QuidProQuo
Puerto Rico reels from earthquake while Trump administrat… https://t.co/yWFJn4tlse"
CaribbeanSNTO,"Toronto, Ontario",2020-01-08 18:38:18,,State of emergency declared in Puerto Rico after 6.4 magnitude earthquake kills 1 - ABC News https://t.co/qdjzMgSSBl
TheLoveBel0w,"Brooklyn, NY",2020-01-08 18:38:15,,"The news of Puerto Rico's earthquake was drowned out by all the warmongering, but they still need our help. Here's… https://t.co/jIhiKS3qWg"
bzkem,Singularity,2020-01-08 18:37:57,,Puerto Rico had an earthquake. Indonesia had a flood. We almost have a war going. Australia is burning. And people… https://t.co/r79LXCvPdJ
farrarpjoy,"Long Beach, CA",2020-01-08 18:37:21,,Puerto Rico earthquake: Residents sleeping outside after deadly quake hits region - CNN https://t.co/4cSuinVVx3
Hope012015,"Texas, USA",2020-01-08 18:36:41,,"Democrats slam Trump on Puerto Rico, demand swift response to earthquake https://t.co/S7KCbs8Y2h via @nbcnews"
PeterDennis7,"Washington, DC",2020-01-08 18:36:22,,"@RepAdamSchiff @RepAdamSchiff is praying, is that what caused the earthquake is Puerto Rico"
Gjallarhornet,"Helsingborg, Skåne Sweden",2020-01-08 18:36:21,,"Much of Puerto Rico still without power after worst #earthquake in a century 

#PuertoRico

https://t.co/OlpkJIleC7"
toniiimunster,"Sj, ca ",2020-01-08 18:36:20,,"Australia is burning , Puerto Rico just had an enormous earthquake, and the US is on the verge of WWIII 
What a time to be alive 💭🙄🤦🏻‍♀️💔"
CynthiaRoldan,"Richland County, SC",2020-01-08 18:36:18,,Power Outage Affects Two-Thirds of Puerto Rico After Earthquake https://t.co/GxXzUvgd5E
LarryNak,🆃okyo,2020-01-08 18:36:08,,#CNN 🇺🇸Power is out and residents are sleeping outside after hundreds of earthquakes rattle Puerto Rico… https://t.co/XHVMh48EjK
swissbusiness,Zurich,2020-01-08 18:36:04,,"Puerto Rico earthquakes 'so much worse' than Hurricane Maria, some residents say https://t.co/iFFcBlZadT"
GuardianUS,United States,2020-01-08 18:35:30,,Much of Puerto Rico still without power after worst earthquake in a century https://t.co/1hULfgNDzx
Spllitzen,,2020-01-08 18:35:12,,@DNPthree @Viperous @Viperous I could really use this right now Last night Puerto Rico earthquake 6.7 destroyed a l… https://t.co/DvVP7OmCRA
sajavansmith,"North Carolina, USA",2020-01-08 18:35:09,,"Puerto Rico has been under God's judgment since Hurricane Maria destroyed the island on Sept 20, 2017. Yesterday's… https://t.co/I6RAhKKwPf"
farrarpjoy,"Long Beach, CA",2020-01-08 18:34:16,,"Puerto Rico earthquake triggers blackout, reports of injuries and at least one dead https://t.co/4xWQ41dXnK"
BaezSamaris,Puerto Rico 🇵🇷,2020-01-08 18:34:07,,Earthquakes - earthreport: Magnitude 5+ Earthquakes – Global 6.0 earthquake hits Puerto Rico. 6.0 earthquake hits N… https://t.co/TbwYNoK53q
remonish,"Dubai, United Arab Emirates",2020-01-08 18:33:55,,Puerto Rico's Famous Punta Ventana Collapses After 5.8-Magnitude Earthquake https://t.co/xIjSaefKys
ByMoriah,"Washington, DC",2020-01-08 18:33:36,,A school in Puerto Rico after the earthquake. Imagine if there had been children inside. https://t.co/srQGwmcihN
BaezSamaris,Puerto Rico 🇵🇷,2020-01-08 18:33:34,,jecook: How to help Puerto Rico Puerto Rico has been hit by a 6.4 magnitude earthquake after a series of successive… https://t.co/JpPgzzBv9r
VitalAnon,"37°14'02.4""N 115°48'21.6""W",2020-01-08 18:33:33,,"https://t.co/BM7BM5ETQv
Deadly Earthquake Rocks Puerto Rico, Causing Mass Power Outages and “Infrastructural Afters… https://t.co/1AcfnGoOFF"
MonteOzAfrica,"Johannesburg, South Africa",2020-01-08 18:33:33,,CHECK THIS: Puerto Rico hit by 5.8-Magnitude Earthquake with more tremors still expected https://t.co/UqMjDtsuml https://t.co/t1WqBhssER
Barast135,USA,2020-01-08 18:32:59,,"News to keep eye on
1)https://t.co/ZLaRZ5pWfs
2)https://t.co/jYCDCArSsl
3)https://t.co/CsUyjFXoi1
4)What does the U… https://t.co/gvcQ6j82a3"
RandiSusan,Austin Texas,2020-01-08 18:32:03,,Chesed (Kindness) Never asks for anything in Return. 2 examples of Chesed; Israel sends much needed supplies to Aus… https://t.co/qOsqXmk4Ej
JubbyTV,"London, England",2020-01-08 18:31:29,,...take the classes i need to be able to get into med school in October. I didnt want to do this but i have no othe… https://t.co/s0SxcHcjtT
dac46really,"Los Angeles, CA",2020-01-08 18:31:06,,And of course 45  hashad nothing NOTHING TO SAY  REGARDING THE  DEVISTATIVE EARTHQUAKE THAT HIT PUERTO RICO KNOCKIN… https://t.co/fofEtQ7KdG
MonteOzAfrica,"Johannesburg, South Africa",2020-01-08 18:30:53,,CHECK THIS: Puerto Rico hit by 5.8-Magnitude Earthquake with more tremors still expected https://t.co/Lrn4VgWmUU https://t.co/WIVEciZAuX
MonteOzAfrica,"Johannesburg, South Africa",2020-01-08 18:30:48,,New post (CHECK THIS: Puerto Rico hit by 5.8-Magnitude Earthquake with more tremors still expected) has been publis… https://t.co/d6hFYOKTfG
Alicia_S_Ox, 💙FamilyFriendsDogsArts🎶 ,2020-01-08 18:30:45,,"@WhiteHouse @realDonaldTrump Has the ""president"" of Puerto Rico mentioned this? Has *45 checked to see what aid may… https://t.co/aZLYWk12Mw"
marisollebron,"Austin, TX",2020-01-08 18:30:32,,"Deadly Earthquake Rocks Puerto Rico, Causing Mass Power Outages and “Infrastructural Aftershocks” https://t.co/eeER0XXWwO via @democracynow"
VABlueBelle18,"LaLa Land, USA",2020-01-08 18:30:19,,Puerto Rico earthquake: How to help https://t.co/Bf1jQ1C9ja via @phillyinquirer
onahunttoday,USA,2020-01-08 18:30:16,,Much of Puerto Rico still without power after worst earthquake in a century https://t.co/1pO7wdBoQy
francesco212,New York,2020-01-08 18:30:16,,Puerto Rico slowly brings back electricity after powerful earthquake https://t.co/Un5qNpxh4T
mariatihui,"nyc, df y mi isla del encanto",2020-01-08 18:30:14,,BREAKING: Earthquake in Puerto Rico https://t.co/kI995kLea2
TitanHST,"Newport Beach, CA",2020-01-08 18:29:46,,"‘Scarier’ Than Hurricane Maria: A Deadly Earthquake Terrifies Puerto Rico

https://t.co/k1uCN33AJt"
RodgerPayne,"Louisville, KY",2020-01-08 18:29:39,,"The Southern Political Science Association conference is set to start tomorrow in San Juan.

Power Outage Affects T… https://t.co/0KdeNYaXSr"
spillyfoster,,2020-01-08 18:28:55,,@IvankaTrump @realDonaldTrump Also:  Commonwealth of Puerto Rico. an unincorporated territory of the United States… https://t.co/ogZpBh7Xgk
Betches_Sup,"New York, NY",2020-01-08 18:28:53,,An earthquake attacked Puerto Rico and those are Americans yet you still haven't released congressionally approved… https://t.co/5cNsYMLb0x
VonMariePhD,"Rhode Island, USA",2020-01-08 18:28:49,,"(2/2) There are over 2,000 people in shelters. As we assess the needs we will continue to provide assistance.

Puer… https://t.co/vb9L1lHvNs"
jaskolka_b,"Delaware, USA",2020-01-08 18:28:08,,Democrats slam Trump on Puerto Rico https://t.co/vIYetxXjSQ
PaigeForExample,"Dublin, Ireland 🇨🇮",2020-01-08 18:27:52,,"For eveyone offended over what I ""missed"" not 24hrs but the last week puerto Rico experienced its worst earthquake… https://t.co/VOsD8G1JCf"
bdrob15,"Grand Rapids, MI",2020-01-08 18:27:13,,"@PressSec Puerto Rico had an earthquake!!

Just saying....."
sueludad,,2020-01-08 18:27:12,,"Second powerful earthquake hits Puerto Rico
https://t.co/CW5vWsi4uo"
11AliveNews,Atlanta,2020-01-08 18:27:03,,Metro Atlanta students forced to cut short mission trip to Puerto Rico after earthquake https://t.co/OMxUBjLxxl
ChampPR,"Phoenix, AZ",2020-01-08 18:26:51,,"My heart breaks for those in #PuertoRico, one of my favorite places I've ever visited with the kindest people. Puer… https://t.co/ChrsX063Z8"
KatherineWeesn3,,2020-01-08 18:26:34,,"Democrats slam Trump on Puerto Rico, demand swift response to earthquake
https://t.co/IUkFIhJmH0"
_LaChele_,Elevating,2020-01-08 18:26:25,,"The world is really dying off. Indonesia is flooding. Australia burning, Puerto Rico with an earthquake and America… https://t.co/Yre8zfyLFR"
torrchezent,"Dale City, VA",2020-01-08 18:25:56,,Puerto Rico Earthquake Support https://t.co/zHComOtILO
KatQannayahu,"Helena, MT",2020-01-08 18:25:46,,"@plumenom @Bernin4U @Budzmutti @JuliaDavisNews No one is denying their trauma.

I originally spoke to attacking cou… https://t.co/T5ybbbVPqi"
CodyR88887500,"Pennsylvania, USA",2020-01-08 18:25:40,,"Democrats slam Trump on Puerto Rico, demand swift response to earthquake https://t.co/KZqRiGtMXC #puertoricoearthquake"
JosieCastrodad,SanJuan/SantoDomingo/Barcelona,2020-01-08 18:25:37,,"@realDonaldTrump @POTUS while our Puerto Rican soldiers are on their way to support your wars, and perhaps sacrific… https://t.co/2eVFCimf5i"
Alicia_S_Ox, 💙FamilyFriendsDogsArts🎶 ,2020-01-08 18:25:14,,Power Outage Affects Two-Thirds of Puerto Rico After Earthquake https://t.co/UgmOu9388J
sunfiresunshine,Life,2020-01-08 18:25:10,,"Australia burning, we at war with Iran, and Puerto Rico had a big ass earthquake it's official the world is coming… https://t.co/m0NWqQhKZ6"
LynnLiberal,United States,2020-01-08 18:24:23,,What about the people of Puerto Rico?  No mention of them suffering an earthquake. https://t.co/y5ApZfAJK5
keastongeog,,2020-01-08 18:24:11,,Much of Puerto Rico still without power after worst earthquake in a century https://t.co/KbrtiOUgkd
DrClitherow,"Birmingham, England",2020-01-08 18:24:02,,Much of Puerto Rico still without power after worst earthquake in a century https://t.co/wPG91wcvD3
SpecteeInc,"Tokyo, Japan",2020-01-08 18:24:00,,A M6.4 earthquake struck Puerto Rico on Tuesday following Monday’s M5.8 earthquake. At least one person has been ki… https://t.co/ARmwqJhehg
Keith_Event,,2020-01-08 18:23:59,,"I think Event: Earthquake has occurred in Puerto Rico
Wed Jan  8 12:21:19 2020 CDT https://t.co/ofyT7L9h6O"
spectrummag,"Roseville, CA",2020-01-08 18:23:37,,Seventh-day Adventist leaders in Puerto Rico are still baffled by a series of earthquakes which began Jan. 6 and cu… https://t.co/ObgEHQM4rl
babsie16,,2020-01-08 18:23:22,,Powerful Earthquake Hits Puerto Rico for the 2nd Time This Week - https://t.co/3SUrMN3gvM via @shareaholic
RiotKnifeMan,,2020-01-08 18:22:45,,So after yesterdays 6.4 earthquake that hit my island (Puerto Rico) at 4 am I can say that I am fine but other peop… https://t.co/aSqXr9nJ1h
vangohmez,"Norman, OK",2020-01-08 18:22:33,,Please pray or do whatever you do for Puerto Rico right now. They got hit by another earthquake.... Some areas stil… https://t.co/UA6cfsrnVt
Targetbabe,"Wildwood, FL",2020-01-08 18:22:25,,@SecPompeo @jonathanvswan How about extending some of your false sympathies to the people of Puerto Rico after that… https://t.co/nIoHFAt9LO
bassman2671,,2020-01-08 18:21:56,,"Democrats slam Trump on Puerto Rico, demand swift response to earthquake https://t.co/XG7Ew4naIJ via @nbcnews"
payewoh,,2020-01-08 18:21:50,,BREAKING: A magnitude 6 earthquake felt in some parts of Puerto Rico. Let's pray for our fellow citizens in PR. @CNN
TeamWetDog,"Trumansburg, NY",2020-01-08 18:21:25,,"Upshot: Lessons learned and plans developed after Hurricane Maria are still years from being implemented, and in th… https://t.co/P7rddIwsUR"
Emily_P_Knight,"Nacotchtank (Washington, DC)",2020-01-08 18:21:17,,My thoughts are with Puerto Rico right now... here are ways to help: https://t.co/qlZ5qd6ZkB https://t.co/i3f3YJBaUN
edfischman,Maryland mostly,2020-01-08 18:21:03,,@VviewSsonicMair This isn’t ‘speculation’— it’s silly. Puerto Rico had an earthquake. Which country caused that? Ir… https://t.co/qh2XAX2UYM
feedpushr,Tou,2020-01-08 18:21:00,,"Power is out and residents are sleeping outside after hundreds of earthquakes rattle Puerto Rico
https://t.co/t9Ftn68xPQ"
mariotex30,IL,2020-01-08 18:20:45,,Power Outage Affects Two-Thirds of Puerto Rico After Earthquake - The New York Times #naturaldisastersinamerica… https://t.co/Drr1M633t1
manhattan_liz,ɴʏᴄ & ᴅᴄ,2020-01-08 18:20:38,,"Maybe Trump can go down there and throw some candles at them

Power Outage Affects Two-Thirds of Puerto Rico After… https://t.co/AXDunUWS5J"
marciasgreen,"New Mexico, USA",2020-01-08 18:20:24,,Puerto Rico earthquake destroys iconic natural landmark https://t.co/VI4ln6ogxJ
cynthiacallison,"Arkansas, USA",2020-01-08 18:20:20,,He could have given the earthquake in Puerto  Rico an honorable mention.  Among other things.
cobaltink,"Evergreen, CO | Laguna Bch, CA",2020-01-08 18:20:15,,"Punta Ventana, one of Puerto Rico's natural wonders, has been destroyed by an earthquake https://t.co/ihy0mUc6nn"
oshkamaloshka,,2020-01-08 18:19:52,,@SecPompeo Any word on the earthquake in Puerto Rico? Still waiting. And waiting...and waiting...
rawques,"Bushkill, PA",2020-01-08 18:19:30,,@FlyFrontier and @Airbnb @AirbnbHelp do not care about the safety of their patrons. Puerto Rico is in a State of Em… https://t.co/l7JbPcpK2R
therebis,,2020-01-08 18:19:29,,Puerto Rico reels from earthquake while Trump administration continues to illegally withhold aid https://t.co/GujasosC74
hultmark_mark,"Ahoskie, NC",2020-01-08 18:18:50,,"Democrats slam Trump on Puerto Rico, demand swift response to earthquake #Topbuzz https://t.co/QFKXlmLSVJ"
karolcummins,"California, USA",2020-01-08 18:18:24,,"Power Outage Affects Two-Thirds of Puerto Rico After Earthquake
Thousands of Puerto Ricans slept outside, fearing n… https://t.co/OfINnC3dCI"
_AvEfEnlx_,Lugo,2020-01-08 18:18:23,,There have been at least 24 aftershocks since the earthquake. Federal agencies monitoring the activity say the trem… https://t.co/VlZo7dLDNR
ultralite001,"SF Bay area on hiatus in KC, MO",2020-01-08 18:18:21,,"@DavidBegnaud @Pwr4PuertoRico In what ways can we best assist those in Puerto Rico
affected by the latest earthquake???"
SERAPH1,"Southeastern, PA",2020-01-08 18:18:16,,"Puerto Rico earthquake, power outage spurs state of emergency, many sleep outside amid 'uncertainty'

https://t.co/bxOHp49wN0"
DanHadad,Toronto,2020-01-08 18:17:59,,"That's too bad --&gt; Earthquake destroys Punta Ventana, one of Puerto Rico's natural wonders https://t.co/8tsElWT8Yf"
Palmerjodi3Jodi,Canada,2020-01-08 18:17:45,,@ianhanomansing Why has Trudeau not spoken out about the Australia fires or the earthquake in Puerto Rico or the Ir… https://t.co/BhjciEnf4s
Truth_Seeker59,The Land of Enchantment ,2020-01-08 18:17:28,,Trump Declares Emergency for Puerto Rico Following Earthquake https://t.co/u0X58yMCsi via @democracynow
italymystery,,2020-01-08 18:17:17,,"greeneyedthing: Here’s an article.  At least 346 are now without homes and over 300,000 people don’t have access to… https://t.co/auSsYWHYmd"
digiphile,"Washington, DC",2020-01-08 18:17:12,,This @potus approved an emergency declaration for Puerto Rico after an 6.4 magnitude earthquake there:… https://t.co/Zlo8usSwRm
gemswinc,,2020-01-08 18:16:36,,Power Outage Affects Two-Thirds of Puerto Rico After Earthquake https://t.co/viN41Axw0Q
mc_sherrie,Coastal Carolina,2020-01-08 18:16:24,,"Puerto Rico earthquake, power outage spurs state of emergency, many sleep outside amid 'uncertainty'

https://t.co/MkOeV8nbuk"
cicimoya,"Toronto, Canada",2020-01-08 18:16:18,,My heart hurts with you #PuertoRico!!! &gt;&gt;&gt; https://t.co/XL2t18ywi2 via ⁦@nytimes⁩
rdreynola,Louisiana,2020-01-08 18:16:04,,"While #Trump snivels, slurs, and lies about #Iran, he ignores #PuertoRico since there’s no financial gain for him—… https://t.co/NfaMVCGxkc"
JorgeColon,Puerto Rico,2020-01-08 18:15:56,,"Deadly Earthquake Rocks Puerto Rico, Causing Mass Power Outages and “Infrastructural Aftershocks” https://t.co/z21afVQDQg via @democracynow"
RafiArrillaga,"San Juan, Puerto Rico",2020-01-08 18:15:10,,Somewhat analogous for context? Hawaii hit by a 6.7 earthquake in 2006- seen as a huge fail that it took ~14 hours… https://t.co/AprFiicwhW
MrsOrwell0625,Earth,2020-01-08 18:14:53,,Much of Puerto Rico still without power after worst earthquake in a century https://t.co/BYYNCTkRXr
