created_at,created_at_date,text
2021-02-17 15:35:12+00:00,2021-02-17,"#TexasBlackout 
#texaspoweroutage 
#TexasWinterStorm2021 
#AbbottFailedTexas 
#AbbottResign 

Check out Emma's vide… https://t.co/lRmkZUC7ut"
2021-02-17 15:35:02+00:00,2021-02-17,"Intermittent power, no water, and now we need to boil the water that we can’t get with the power that we don’t have… https://t.co/TQDStYryA8"
2021-02-17 15:33:56+00:00,2021-02-17,"The constant on &amp; off of electricity burned a breaker on our 3rd floor so even if Oncor does turn power on, no powe… https://t.co/xZBW9zaLq1"
2021-02-17 15:33:40+00:00,2021-02-17,"For the record, this is what a diaper run in #austin looks like right now. 🥶👶🙏

Thank you @HEB for once again being… https://t.co/dIZagpqvg5"
2021-02-17 15:33:09+00:00,2021-02-17,"How to easily help the most vulnerable Texans right now... 
#TexasBlackout #TexasFreeze #donate 🙏 https://t.co/kfEIMMQFnF"
2021-02-17 15:33:09+00:00,2021-02-17,"It's an ice sandwich out there! Layer of ice, inches of snow, with another layer of ice on top. This some slip and… https://t.co/yaKMiPdi3V"
2021-02-17 15:32:17+00:00,2021-02-17,"Will trade thoughts and prayers for megawatts and water.

#Houston
#TexasFreeze 
#Dystopia https://t.co/pf29cIe3V5"
2021-02-17 15:31:28+00:00,2021-02-17,"The bad - we’ve had 40 minutes of power at our house in the last 51 hours

The ugly - it’s been below freezing outs… https://t.co/j7WrbqPyC1"
2021-02-17 15:31:23+00:00,2021-02-17,With no water pleass watch my diy and wear mask going out keeps ur face warm #TexasBlackout #DIY  #NoWater https://t.co/z5lMOb5fiQ
2021-02-17 15:30:00+00:00,2021-02-17,#TexasBlackout #TexasWinterStorm2021 #govabbott #GOPHypocrisy #GOPCowards #texaspoweroutage https://t.co/LoXDJDfYXB https://t.co/5fuHLkWfz0
2021-02-17 15:29:06+00:00,2021-02-17,"#WheresTheBeef ?
And chicken?
#texaswinterstorm 
Brownsville Texas https://t.co/Xjnlcd8Pzo"
2021-02-17 15:27:22+00:00,2021-02-17,Great listen for those interested in the unique energy infrastructure in Texas! @nytimes @mikiebarb #energy… https://t.co/YaNCxvHuTh
2021-02-17 15:25:58+00:00,2021-02-17,@BetoORourke @AOC Imagine this 10x worse. That’s what we will have is solar and wind are used for base load power.… https://t.co/rMyaJvBtW3
2021-02-17 15:25:48+00:00,2021-02-17,"Walmart Brownsville Texas
Running a bit low on supply
I bet my cousins, who are winter visitors, would have done be… https://t.co/lv7jw3Op4y"
2021-02-17 15:25:40+00:00,2021-02-17,@ERCOT_ISO Don’t understand why some non-essential business still have power but many residential homes are in the… https://t.co/aZbgYyjQPP
2021-02-17 15:25:33+00:00,2021-02-17,"I’m ready for Texas to feel like Texas again.
.
.
.
#mgrills #bigmsmokers #texasbbq #bbq #smoker #barbeque… https://t.co/RL6mcItlH6"
2021-02-17 15:24:57+00:00,2021-02-17,"Some guy stopped at the house looking for his friend that was out last night.  Ugh, neighbors.  He left riding a we… https://t.co/xRWgugF3GH"
2021-02-17 15:23:22+00:00,2021-02-17,Do we know how long the washout period is for 2020? Because 2021 is feeling eerily similar at times #MedTwitter #texaspoweroutage
2021-02-17 15:23:21+00:00,2021-02-17,Yet we still fighting Covid. We all need help. We have to boil water to drink. Bathroom no water yet need to use. T… https://t.co/qrAPfjfrEc
2021-02-17 15:20:56+00:00,2021-02-17,"If #Texas tested our energy infrastructure and regulated it like they test &amp; regulate Texas Schools/ students, we’d… https://t.co/YD5Q6wH1tC"
2021-02-17 15:20:06+00:00,2021-02-17,#TexasBlackout The line to get into HEB an hour before they open. I expect it to wrap around the building within th… https://t.co/bNLvclGyou
2021-02-17 15:18:42+00:00,2021-02-17,This is your response? To talk down to people while they suffer for your negligence? #texaspoweroutage… https://t.co/kYkpXkhRjZ
2021-02-17 15:18:30+00:00,2021-02-17,Wednesday morning #TexasBlackout update. Remarkably our neighborhood got #power restored yesterday afternoon. Now o… https://t.co/f931F4lpr0
2021-02-17 15:17:32+00:00,2021-02-17,It’s been an incredible last couple of days. No power and below freezing temperatures. I choose to focus on the kin… https://t.co/9P79J5ipOV
2021-02-17 15:17:30+00:00,2021-02-17,Well we are enjoying our 75 weather. Alexa show me TX can survive as its own country without federal Help?🤔🤔… https://t.co/EFFgl58tXw
2021-02-17 15:16:51+00:00,2021-02-17,A sign of great leadership. Don’t focus on addressing the crisis at hand... go on Fox to blame others and deflect f… https://t.co/E458vdP0Py
2021-02-17 15:16:41+00:00,2021-02-17,Guessing if all these Yankee A-Holes breaking bad on #TexasFreeze were to figure out Texas could cut off their supp… https://t.co/XWvYz91ptw
2021-02-17 15:15:41+00:00,2021-02-17,"This is my mood now after 48h without power and water, I’m sick of this!

#Houston #texaspoweroutage  #icestorm2021… https://t.co/QAjpBIcjcH"
2021-02-17 15:15:09+00:00,2021-02-17,48+ hours without power in Fort Worth.  River East District.  What is the plan? @GovAbbott @ERCOT_ISO @MayorBetsyPrice #TexasBlackout
2021-02-17 15:14:48+00:00,2021-02-17,I’m out here looking like a whole bum #Day3 #TexasBlackout
2021-02-17 15:14:33+00:00,2021-02-17,FUCK NO. I dont want my federal taxes to go and help them. They want be their own country well show us they can sur… https://t.co/45zldM83Wl
2021-02-17 15:11:06+00:00,2021-02-17,Great thread for those in Texas and other snow bound areas #texaswinterstorm #maga https://t.co/td71omB4Vq
2021-02-17 15:10:51+00:00,2021-02-17,"Amen, brother! #TexasFreeze #texaspoweroutage #AbbottFailedTexas &amp; so did #ERCOT. https://t.co/3p7WaRpSmM"
2021-02-17 15:10:44+00:00,2021-02-17,#NoHelpForTexas #TexasBlackout #TexasWinterStorm2021 #TexasFreeze https://t.co/wvGfaRHyLH
2021-02-17 15:09:22+00:00,2021-02-17,@Generac about to have a lot of business from Texans. I don’t want to feel like a prisoner to @ERCOT_ISO ever again… https://t.co/hgACjGe7lZ
2021-02-17 15:08:45+00:00,2021-02-17,@MAOrona512 @janetjanssen all the while countless essential workers continue to show up for our communities to disp… https://t.co/BaMR70fiz5
2021-02-17 15:05:12+00:00,2021-02-17,Has #JoeBiden made a single statement about the 2.5 Million people in #texaspoweroutage ? Has the #press even asked?
2021-02-17 15:01:42+00:00,2021-02-17,I dont care who @GovAbbott blames. This is Ultimately his fault. #TexasUnpreparredForSnow #TexasBlackout #TexasWinterStorm2021
2021-02-17 15:00:48+00:00,2021-02-17,"If you know a place to get a hot meal, tweet me! I’ll pass it on!! #texaspoweroutage https://t.co/yg65PAllwI"
2021-02-17 14:56:49+00:00,2021-02-17,TO HOUSTON PEOPLE: there is a crowdsourced document that people have been contributing to that lets you know what r… https://t.co/sR1zeb9pJb
2021-02-17 14:53:11+00:00,2021-02-17,"#ERCOT quit passing the buck!  While lower supply of gas, AND green energy failing all played a part, the biggest f… https://t.co/mfwDdRnhuH"
2021-02-17 14:52:01+00:00,2021-02-17,Never Forget. #TexasWinterStorm2021 #TexasFreeze @GregAbbott_TX @HuttoTX https://t.co/pAOmS3pJtK
2021-02-17 14:51:26+00:00,2021-02-17,@ERCOT_ISO     I’ll give you mine and all my neighbors addresses you can come pick up the check.  #seriously #ERCOT… https://t.co/DuGyEuKOoX
2021-02-17 14:50:35+00:00,2021-02-17,"Happy Wednesday! 
#texaswinterstorm 
#nocourt 
#mimosa https://t.co/nTIOU8kObw"
2021-02-17 14:50:29+00:00,2021-02-17,Good riddance #TimBoyd #TexasBlackout #texaspoweroutage #TexasWinterStorm2021 https://t.co/O6yk50gBLp
2021-02-17 14:49:42+00:00,2021-02-17,So true!! #TxED #ERCOT #texaspoweroutage #TexasWinterStorm2021 https://t.co/3hIjrZVC25
2021-02-17 14:47:00+00:00,2021-02-17,"@elonmusk moves to #Texas. THE MAN OF ELECTRIC!!!! Then, Texas suffers #rollingblackouts and #poweroutages and… https://t.co/EGDTs4Mbm5"
2021-02-17 14:46:14+00:00,2021-02-17,Everything is political 😩😡🤬... #FireEverybody Start with @GregAbbott_TX don’t forget @ERCOT_ISO @PUCTX… https://t.co/HqnII8g6dM
2021-02-17 14:45:04+00:00,2021-02-17,"Power off again. No water. Going to collect rainwater in pots. Yay America. 

Problem is NOT renewables. Problem is… https://t.co/NoyLKsVvyO"
2021-02-17 14:44:44+00:00,2021-02-17,One solid cold weather system and the entire state of Texas turns liberal real fast. #TexasBlackout #Texas #TexasWinterStorm2021
2021-02-17 14:44:24+00:00,2021-02-17,"This is shameful. 

Hey Texas - you ready to turn blue yet?

#votedem #TexasBlackout #TurnTexasBlue https://t.co/dWRX9w4dQV"
2021-02-17 14:43:31+00:00,2021-02-17,"The world’s richest human, and a new Texan, calls out @ERCOT_ISO for this debacle. Good.  #TexasBlackout… https://t.co/K3f1UjfBzG"
2021-02-17 14:43:16+00:00,2021-02-17,"If you have family and friends in #Texas check on them, pray for them. They are not built for this. They are not alright. #texaswinterstorm"
2021-02-17 14:41:37+00:00,2021-02-17,"Bryan/College Station, Texas, first light survey around town of freezing rain from the past several hours.… https://t.co/PhuSD43po7"
2021-02-17 14:40:31+00:00,2021-02-17,Has there ever been an organization that more desperately needs a competent communications director than @ERCOT_ISO… https://t.co/FqPGjLrxKj
2021-02-17 14:40:04+00:00,2021-02-17,"Most of the power knocked offline in Texas came from thermal sources, such as natural gas, NOT renewables. Conserva… https://t.co/Ffx8jtLhO4"
2021-02-17 14:39:22+00:00,2021-02-17,"Everything, literally everything, is bigger in Texas 😑😑😑

@GovAbbott you need to resign
@tedcruz you need to resign… https://t.co/9FjJKAQ67f"
2021-02-17 14:38:43+00:00,2021-02-17,"PSA folks... there was no adjustment period to this type of cold. It just got COLD. 

Get off your high horses, peo… https://t.co/TQoB6bglUK"
2021-02-17 14:38:23+00:00,2021-02-17,Wife says power came on at 3am for 30min. She woke up and made a pot of coffee! I’m boiling that pot now! 😁 Wifey i… https://t.co/NvluWku8WE
2021-02-17 14:38:07+00:00,2021-02-17,#texaspoweroutage https://t.co/0hs7laZ5MD
2021-02-17 14:37:22+00:00,2021-02-17,Texas is not okay. We need help @POTUS / @KamalaHarris. Our governor ain’t shit. Please. 😭 #TexasBlackout #texaspoweroutage
2021-02-17 14:34:23+00:00,2021-02-17,"Me explaining to David that IG has a music library for IG stories.

David: that's funny they have music.

Jud (13yo… https://t.co/d4DYBBvHW6"
2021-02-17 14:32:46+00:00,2021-02-17,#TexasWinterStorm2021 #TexasBlackout #winterstorm2021 #winter #HELPTEXAS
2021-02-17 14:32:02+00:00,2021-02-17,I'm glad to report this guy has already resigned but that doesn’t seem to be sufficient based on the situation… https://t.co/C6rlWdKZVg
2021-02-17 14:31:42+00:00,2021-02-17,Texas politicians looking for a Democrat policy to blame for their power and heat problems. @aoc? green New deal ma… https://t.co/CVhl0Xlf6q
2021-02-17 14:31:31+00:00,2021-02-17,@GregAbbott_TX did you really just cower to oil and gas on national news? The answer is yes. Your 24 hr old tweet s… https://t.co/KDAaKWSp5W
2021-02-17 14:31:28+00:00,2021-02-17,"#mexicanfoodie 
#goodeats 
#Foodies 
#FreakElotes
#munchies
#hotcheetos
#snacks 
#texaswinterstorm 
#TexasIsClosed https://t.co/nzFGUV8cJW"
2021-02-17 14:30:24+00:00,2021-02-17,#texaswinterstorm #PrayersforTexas #WarmingCenter #Atlanta #HumpDayVibes #dogearmy #HODL https://t.co/HZXRxyS0qQ
2021-02-17 14:29:34+00:00,2021-02-17,double pane now 😏😏 #TexasFreeze https://t.co/5dFWOKRcZb
2021-02-17 14:28:25+00:00,2021-02-17,"I’d say that @aoc and @BetoORourke “didn’t even wait for the bodies to go cold” before campaigning on the corpses,… https://t.co/IZjPviyPcw"
2021-02-17 14:26:28+00:00,2021-02-17,"How you the cold  blackout, @tedcruz? #texaspoweroutage"
2021-02-17 14:22:43+00:00,2021-02-17,"Oh man oh man oh man 🤦🏿‍♂️ #texasweather #snowday #weedsociety #weedculture #weedsmokers 🤷🏿‍♂️ #lmao @ Austin, Texas https://t.co/O2cCiDzDkN"
2021-02-17 14:21:46+00:00,2021-02-17,Another day in the deep freeze: 2.7 million Texas homes still without electricity even as ERCOT restores power to 6… https://t.co/9E92FMz5Hf
2021-02-17 14:21:43+00:00,2021-02-17,ERCOT’s new slogan: “Get fleeced”. #ERCOTFail #TexasBlackout #TexasWinterStorm2021 #TexasPowerGrid… https://t.co/Fme06fCxYv
2021-02-17 14:20:43+00:00,2021-02-17,@POTUS You need to come down to Texas 🥶 #ERCOTFail #TexasBlackout #TexasWinterStorm2021  People lives are being pla… https://t.co/uu03pLosho
2021-02-17 14:20:07+00:00,2021-02-17,Started working thinking I have an hour and power was off after 30 minutes or so. This is becoming unpredictable… https://t.co/ppjcPyVVkR
2021-02-17 14:20:06+00:00,2021-02-17,@ERCOT_ISO ❄️ freezing in Texas❄️ Had rolling blackouts which we could live with than we had power consistently now… https://t.co/TIDeSeDv83
2021-02-17 14:20:05+00:00,2021-02-17,"@KenWebsterII It’s ok to kill grandma for the environment, but you better mask up to save grandma from the Covid Bo… https://t.co/w8uNjG8dhH"
2021-02-17 14:19:46+00:00,2021-02-17,Cold and powerless. Still. This is fucking ridiculous. #texaspoweroutage #texasgridfailure #nopower
2021-02-17 14:19:20+00:00,2021-02-17,"@txu, @oncor &amp; @ERCOT_ISO right now. 
#poweroutage #72hrsNow #texaspoweroutage #texas https://t.co/oo83krctJh"
2021-02-17 14:17:05+00:00,2021-02-17,I’ve had enough. You? #VoteBlue2022 #texaspoweroutage #TexasWinterStorm2021 #TexasBlackout #TexasPowerGrid… https://t.co/3SpEbjU64O
2021-02-17 14:16:24+00:00,2021-02-17,@JoaquinCastrotx @ERCOT_ISO @RepLloydDoggett @RepCuellar @FilemonVela @RepFletcher @RepVeasey @RepEscobar… https://t.co/iOD1T5p673
2021-02-17 14:14:10+00:00,2021-02-17,🥶 Meanwhile in #TEXAS 😳 #TexasBlackout #texaspoweroutage #StormWatch https://t.co/PD4pnHq4QE
2021-02-17 14:13:46+00:00,2021-02-17,"#Feb17Coup

The word COUP will always be associated with
 @SenTedCruz 

#TedCruzIsATraitor
#TedCoup… https://t.co/YcQhifRkfA"
2021-02-17 14:12:46+00:00,2021-02-17,"#texassnow2021 #snowintexas2021 #lovenature #beautifuldawn #sunrise @ East Central San Antonio, San Antonio, Texas https://t.co/ocrc1L21dx"
2021-02-17 14:11:14+00:00,2021-02-17,This is gold. #texaspoweroutage https://t.co/xHmmEyiR0C
2021-02-17 14:11:06+00:00,2021-02-17,"#texassnow2021  #snowintexas2021 #choosehappy @ East Central San Antonio, San Antonio, Texas https://t.co/X024gN32ZG"
2021-02-17 14:10:40+00:00,2021-02-17,W. we need ya!!! #texaspoweroutage
2021-02-17 14:07:36+00:00,2021-02-17,.@CNPalerts why did @Popeyes and @Wendy’s get power next to my apt complex but we didn’t?? #nopower… https://t.co/Z6W21qXJ5x
2021-02-17 14:06:48+00:00,2021-02-17,"The #TexasBlackout is serious. People are dying. We need to rebuild our grid nationwide, together. https://t.co/pu7zfLgsSk"
2021-02-17 14:04:18+00:00,2021-02-17,Texas update: still no power. No water again this morning (it came back yesterday afternoon). Going to try and find… https://t.co/eoF3oLXRVi
2021-02-17 14:03:05+00:00,2021-02-17,Update: My power cut off at 2am and it just cut back on. I wonder how long these controlled outages will last?… https://t.co/bovF32iY25
2021-02-17 14:02:52+00:00,2021-02-17,#smp #smptwitter #smptwt #poppytwt #minecraftmanhunt #minecraft #DeusEx #findsai #Lain #wednesdaythought… https://t.co/4FaExIaguW
2021-02-17 14:00:31+00:00,2021-02-17,@GregAbbott_TX this crisis rests on your shoulders. Do not try to create a diversion by criticizing renewable energ… https://t.co/bW3VQNkryD
2021-02-17 14:00:26+00:00,2021-02-17,"No power, wifi and water for the 3rd day. It came back on for few hours yesterday so I was able to turn on the heat… https://t.co/BzOOARRdaI"
2021-02-17 13:59:06+00:00,2021-02-17,"I’m done with the 7 day free trial of living in Alaska!
#TexasFreeze #TexasWinterStorm2021"
2021-02-17 13:55:49+00:00,2021-02-17,As I near hour 54 with no electric I am very grateful to my friends who insisted I come stay with them. Please… https://t.co/G74677cKG3
2021-02-17 13:55:37+00:00,2021-02-17,"@ERCOT_ISO @CNPalerts @SylvesterTurner @LinaHidalgoTX Y’all comfy? Need anything? Another coffee? No? Cool. Oh, BTW… https://t.co/yHXkSj3u5I"
2021-02-17 13:54:52+00:00,2021-02-17,Navigating nonstop dangerous situations to keep ourselves &amp; most vulnerable in our family safe during the… https://t.co/XUg1IFlG7q
2021-02-17 13:54:10+00:00,2021-02-17,"No power, no heat, no water. I’ve joined the 18th century club. No tweets til the lights come back on! Save all the… https://t.co/7p2wQfLrh8"
2021-02-17 13:54:00+00:00,2021-02-17,Once in a lifetime: a FROZEN OVER Barton Creek at Trautwein Crossing #texas #atx #drippingsprings #dstx… https://t.co/EKOYai06HY
2021-02-17 13:52:12+00:00,2021-02-17,Greg Abbott has failed El Paso and the rest of Texas with his abysmal performance. #COVID19 response was a failure… https://t.co/NWhAF4u5gr
2021-02-17 13:51:53+00:00,2021-02-17,"Woke up to still having power, glory! (Fears turning on anything and jinxing it... Goes back to bed...)… https://t.co/sYQrLGcgvg"
2021-02-17 13:50:50+00:00,2021-02-17,"@TaraHays11 @TheRightMelissa @AOC #AOC is an idiot, that’s the bottom line. #Texas #texaswinterstorm #TexasWinterStorm2021"
2021-02-17 13:48:27+00:00,2021-02-17,Picture of Robert. I’m asking for donations to help this family recover a small amount of what they lost. Nothing w… https://t.co/a2QiKn0TcH
2021-02-17 13:48:26+00:00,2021-02-17,Control of the music being played. He loved baseball and football. But most importantly he loved the #DallasCowboys… https://t.co/mpneHNeuop
2021-02-17 13:47:30+00:00,2021-02-17,Im out of coffee and the roads are too bad for driving 🥶 #TexasBlackout #TexasWinterStorm2021
2021-02-17 13:45:03+00:00,2021-02-17,Going on 54 hours straight without power here in east Austin in the coldest temps we’ve had in a generation. People… https://t.co/nRvPgiTJzh
2021-02-17 13:44:40+00:00,2021-02-17,NEWS24 UPDATE- #Headlines #Snowmageddon2021 #Snowmageddon2021 #SnowfallFX #Texas #texaspoweroutage… https://t.co/L75EWZSgqq
2021-02-17 13:44:05+00:00,2021-02-17,Happy Lint. #texassnow
2021-02-17 13:39:06+00:00,2021-02-17,"#TexasFreeze #TexasBlackout update: thanks to the microwave oven that loudly announces when the power is on, I know… https://t.co/zgTFM0hRFP"
2021-02-17 13:37:03+00:00,2021-02-17,"@ERCOT_ISO @oncor @JudgeClayJ @GregAbbott_TX 
I don't understand why the houses across the street from mine have NE… https://t.co/UyRAkeCI09"
2021-02-17 13:36:07+00:00,2021-02-17,I left my apartment for the first time since Sunday to collect my snow water bucket. #texaswinterstorm https://t.co/ZZ0IoRmahQ
2021-02-17 13:35:58+00:00,2021-02-17,"Texas is in the middle of a major crisis &amp; our governor’s first reaction is to..
&lt;checks notes&gt;
Go on Hannity &amp; bla… https://t.co/H6jvvD12pG"
2021-02-17 13:35:17+00:00,2021-02-17,“Texas’ deregulatory philosophy has caused them to put much less stringent rules on generators &amp; system operators t… https://t.co/qva1tJf34a
2021-02-17 13:35:08+00:00,2021-02-17,Going on 54 hours with no electricity and now everything is covered in ice. Just heard huge branch fall in back yar… https://t.co/OSpTaJP5Ya
2021-02-17 13:35:05+00:00,2021-02-17,#texaswinterstorm: A case study of the failure of neoliberalism https://t.co/SnWJO4vrz6
2021-02-17 13:32:05+00:00,2021-02-17,Imma need Jack Frost to eat a whole bag of dicks 🥶❄ #TexasFreeze https://t.co/c8qwCxSDmI
2021-02-17 13:31:18+00:00,2021-02-17,"#texaspoweroutage #texaswateroutage
#POS https://t.co/BDx2ePLl5B"
2021-02-17 13:31:15+00:00,2021-02-17,"Still snowing in North Texas! I've lived here eleven years, but this takes the cake! #wildwinterweather… https://t.co/4R5Fj6i8EP"
2021-02-17 13:30:06+00:00,2021-02-17,#TexasBlackout #TexasPowerGrid https://t.co/kgeAsYwqfY
2021-02-17 13:27:00+00:00,2021-02-17,I wonder if @joerogan is still feeling great about #Texas state government? #TexasBlackout
2021-02-17 13:24:57+00:00,2021-02-17,Two Million? Five Million? Real Size of U.S. Blackouts a Mystery https://t.co/GwLlJNik4L #TexasBlackout #texaspoweroutage #TexasPowerGrid
2021-02-17 13:22:10+00:00,2021-02-17,@KHOU 2 days no power or water . It is 34 degrees inside my home.Sending good vibes to all my Texas peeps. Be safe… https://t.co/QusooklIz2
2021-02-17 13:20:56+00:00,2021-02-17,#TexasBlackout https://t.co/RE3KgjfjqZ
2021-02-17 13:13:50+00:00,2021-02-17,"Woke up to the news that all roads are impassable in New Braunfels. Guess we are home again today. Thanks,… https://t.co/NYD3Q5lYm2"
2021-02-17 13:13:09+00:00,2021-02-17,Don’t be blaming it on green energy Texas. You own this. #TexasBlackout #TexasFreeze https://t.co/NxagXi0CEy
2021-02-17 13:12:42+00:00,2021-02-17,I’m getting a mini #COVID beginning hitting vibes.#TexasBlackout
2021-02-17 13:11:28+00:00,2021-02-17,"Republicans are lying, conniving sacks of shit. #texaspoweroutage"
2021-02-17 13:10:35+00:00,2021-02-17,"Great....our power is out 🤬
#texaspoweroutage"
2021-02-17 13:08:51+00:00,2021-02-17,I want someone to love me the way @ERCOT_ISO and @GovAbbott love completely empty high rise and office buildings… https://t.co/LLNnZubBKx
2021-02-17 13:06:20+00:00,2021-02-17,KHGX - Precipitation Depiction 7:01 AM CST #txwx #TexasPowerOutage No Power in Sugar Land Texas Houston Texas… https://t.co/vi2qfEcBji
2021-02-17 13:03:51+00:00,2021-02-17,It’s so cold omg #TexasPowerOutage No Power in Sugar Land Texas Houston Texas #TexasPowerOutage #TexasBlackout… https://t.co/SB5GgGimTd
2021-02-17 13:03:15+00:00,2021-02-17,Last night we joined millions of Texans as victims of @ERCOT and @energyinsights negligent management of #Texas’ po… https://t.co/MDZt8VORnk
2021-02-17 12:59:12+00:00,2021-02-17,"Pics help, right? Then and now. #TexasBlizzard #TexasBlackout https://t.co/OsweZqeB9Y"
2021-02-17 12:58:10+00:00,2021-02-17,"@SamHarrisOrg when you end up discussing Texas on the podcast, please note that El Paso is a clear example of how a… https://t.co/XSEv9VdKSb"
2021-02-17 12:57:45+00:00,2021-02-17,"#Centerpoint Texas without power for 2 days b/c storm sent prices thru roof in spot market, so utility cut power to… https://t.co/Yeez59EtlG"
2021-02-17 12:51:02+00:00,2021-02-17,".@Morning_Joe  Important issue!!, Texas is not connected to the national energy grid for help!!! Homes are now in t… https://t.co/bx84jSgxd7"
2021-02-17 12:49:33+00:00,2021-02-17,"@Saba_Capital This idiotic green fetish was caused all these problems @AOC #climate
#ClimateCrisis… https://t.co/BctTYXuURD"
2021-02-17 12:47:33+00:00,2021-02-17,Officially the last person we need to hear from right now... #TexasBlackout https://t.co/mvvWWtZ5om
2021-02-17 12:46:05+00:00,2021-02-17,"Hope you don't like not freezing 🥶. @SenTedCruz
@tedcruz
#TexasBlackout https://t.co/eXSUszu186"
2021-02-17 12:44:36+00:00,2021-02-17,The @TexasGOP is working overtime trying to gaslight its residents with misinformation and lies around… https://t.co/AdgJWRuvYs
2021-02-17 12:43:30+00:00,2021-02-17,I'm in #NYC same freezing temperatures as #Texas sitting in my room warm as f*ck while my counter parts in the… https://t.co/8aq0FvgPP3
2021-02-17 12:43:18+00:00,2021-02-17,I see @GovAbbott has power.  My son has been without it for 36 hours with no end in site. Perhaps instead of making… https://t.co/y2zqaIsE99
2021-02-17 12:42:41+00:00,2021-02-17,"So ominous. Complete silence outside except for all the sirens. 

#texaspoweroutage #poweroutage #sanantonio… https://t.co/GHjfaO3prE"
2021-02-17 12:41:20+00:00,2021-02-17,My family and friends n fellow Americans during the #texaswinterstorm SUNDAY is a long way away but that's when its… https://t.co/pe4RnuEYuA
2021-02-17 12:40:06+00:00,2021-02-17,"Most of our energy comes from natural gas, might be why he’s so good at gaslighting...
#seewhatididthere… https://t.co/PXoPV4dLDC"
2021-02-17 12:35:58+00:00,2021-02-17,Millions freeze in #Texas #TexasFreeze #texaswinterstorm and their elected officials say things like this...👍🏼 Way… https://t.co/QL89933TcQ
2021-02-17 12:35:00+00:00,2021-02-17,#texaspoweroutage https://t.co/P5ETCkm79M
2021-02-17 12:33:49+00:00,2021-02-17,"@GregAbbott_TX is actually an idiot. No, seriously an idiot. #texaspoweroutage https://t.co/I8DCLYgcms"
2021-02-17 12:33:42+00:00,2021-02-17,#texaspoweroutage https://t.co/fCLn95bICn
2021-02-17 12:29:29+00:00,2021-02-17,"Power outages in Texas continue, ours just went off 5 min. ago. Luckily, full pot of coffee was brewed, house is no… https://t.co/1EOMZmkeH9"
2021-02-17 12:29:11+00:00,2021-02-17,"Freezing rain accumulates quickly in College Station, Texas. Here are som scenes from 5:00AM to 6:00AM local time.… https://t.co/ZX4QT2mBwB"
2021-02-17 12:27:16+00:00,2021-02-17,If ever a morning @BarstoolBrkfast show is missed... 48 hours of this madness I am one of the lucky ones.. 2 millio… https://t.co/GURv0sRWOf
2021-02-17 12:25:17+00:00,2021-02-17,"Roses are red,
Violets are blue,
My power was out from 10pm to 6am,
And I was, too.

The heat coming back on woke m… https://t.co/04rxgKgU1O"
2021-02-17 12:25:14+00:00,2021-02-17,Unbelievable...Power just went out again and still no running water. Glad I filled tubs with snow last night and we… https://t.co/UPUCYIiTBD
2021-02-17 12:23:29+00:00,2021-02-17,#TexasBlackout https://t.co/hMIhygvIp4
2021-02-17 12:23:17+00:00,2021-02-17,#texaspoweroutage https://t.co/hMIhygvIp4
2021-02-17 12:23:00+00:00,2021-02-17,"If any of you thick and pretty ladies in Texas need to evacuate, we got heat in New Jersey🤷🏾‍♂️ #WeDoMoreWednesdays… https://t.co/E0v0UY3Xzz"
2021-02-17 12:22:32+00:00,2021-02-17,The entire state of Texas is like one of those cruise ships that lost power at sea. Just a bunch of trailer trash s… https://t.co/LxllfZuiJU
2021-02-17 12:19:57+00:00,2021-02-17,#TexasBlackout #TexasFreeze https://t.co/2xXz7UhdCV
2021-02-17 12:19:08+00:00,2021-02-17,"And, there it goes again. Can it be spring already? #TexasBlackout #texaspoweroutage #AbbottFailedTexas"
2021-02-17 12:17:53+00:00,2021-02-17,"120000 people in Texas enjoy year-round, good paying jobs generating clean energy via wind. Wind turbines are the f… https://t.co/OjtYRrCJ14"
2021-02-17 12:16:09+00:00,2021-02-17,#texaswinterstorm has killed 25 ppl! 💐 damn
2021-02-17 12:14:34+00:00,2021-02-17,Actual image of #Texas lawmakers now wanting to rejoin the national power grid. #texaspoweroutage https://t.co/LRYiOdzSJv
2021-02-17 12:14:08+00:00,2021-02-17,"REMEMBER WHEN THE TERM “SNOWFLAKES” WAS USED BY CONSERVATIVES (JUST ANOTHER WAY TO SAY “SISSY”)...???

Now you unde… https://t.co/3BaeSyaL55"
2021-02-17 12:11:29+00:00,2021-02-17,"I know everyone without power is focused on staying warm, but please start thinking about next week when your temps… https://t.co/d27lrBZC6Z"
2021-02-17 12:07:01+00:00,2021-02-17,@FordTrucks #BuiltFordTough #FordF150 #texaswinterstorm https://t.co/xX479wMLzv
2021-02-17 12:02:14+00:00,2021-02-17,Oh the irony. #ERCOT #TexasBlackout #texaspoweroutage https://t.co/0cKzwcyzWf
2021-02-17 12:01:39+00:00,2021-02-17,Don’t shoot the messenger. We didn’t ask for a power outage. We’re not hoarding vaccines. We just are doing our job… https://t.co/4YKl4PpqEj
2021-02-17 12:00:25+00:00,2021-02-17,"So how about them texas fire alarms #Austin #TexasBlackout #TexasFreeze
woke up at 5 to the alarm it's crazy cold f… https://t.co/GOKZMFfy6K"
2021-02-17 11:59:05+00:00,2021-02-17,2.7mm without power...  #TexasBlackout https://t.co/yCJNTgpTZ8
2021-02-17 11:55:11+00:00,2021-02-17,"Even ERCOT admitted: no, the #texaspoweroutage is NOT mainly due to frozen wind turbines-mainly gas went offline an… https://t.co/aUe9ZI9thE"
