created_at,created_at_date,text
2021-02-19 02:13:17+00:00,2021-02-19,Ted Cruz in Cancun while Texans are suffering with no power #TexasFreeze #TedFled #TedCruz #TedCruzRESIGN… https://t.co/NXkzyLb9ZV
2021-02-19 02:11:32+00:00,2021-02-19,#nopower #TexasBlackout #Texas #PowerGrid https://t.co/QKZhhTsALC
2021-02-19 02:10:05+00:00,2021-02-19,People dying + struggling to stay warm is the *jackpot* #TexasBlackout #ERCOT #People of Texas https://t.co/Y4QjCgfTZ7
2021-02-19 02:05:11+00:00,2021-02-19,"13 million under a boil water alert in #Texas @texasgov &amp; no power to boil the water.

! @tedcruz !… https://t.co/00PC47N8oc"
2021-02-19 02:01:01+00:00,2021-02-19,"LOL. This shit head. 
#TedCruz #TedCruzFailedTexas #CruzToCancun #TexasFreeze #TexasWinterStorm2021 #TengoFrio https://t.co/elfVcza9Gp"
2021-02-19 02:00:21+00:00,2021-02-19,YOU. ARE. A. BIG. ASS. DUMMY. The Governor of Texas is a REPUBLICAN....Stupid... #texlege #txlege #TexasFreeze… https://t.co/1x4y7ed23I
2021-02-19 01:59:09+00:00,2021-02-19,"Texans when faced with a disaster head to Whataburger, so here I am queuing for 30+ minutes during #TexasFreeze… https://t.co/xexANORpdL"
2021-02-19 01:59:05+00:00,2021-02-19,"I’m tired of living in survival mode. 
I made a huge charcuterie board &amp; a batch of Old Fashioned. Feeling almost n… https://t.co/gSBJWAVQOE"
2021-02-19 01:58:22+00:00,2021-02-19,New #video being posted tomorrow. It's the beginning of the #texaswinterstorm and next week I have a vlog from the… https://t.co/KoTpRttxir
2021-02-19 01:55:49+00:00,2021-02-19,@BeastModeGran @BBudd8 @SenSanders #TexasFreeze https://t.co/eWm1PD8W9O
2021-02-19 01:54:01+00:00,2021-02-19,"Don’t worry and be happy #snowday #texassnow #texaswinter @ Garden Valley, Texas https://t.co/ILf6Akseq4"
2021-02-19 01:53:47+00:00,2021-02-19,1 minute of my day #Snowmageddon2021 #TexasFreeze #TexasWinterStorm2021 https://t.co/WBY4OWjrKf
2021-02-19 01:53:12+00:00,2021-02-19,@FilmFatale_NYC He got caught in the open flying away from #TexasFreeze #TexasWinterStorm2021 and now he’s coming b… https://t.co/d5HMSKAZeB
2021-02-19 01:51:13+00:00,2021-02-19,#Texas elected the wrong senator @BetoORourke is at the forefront trying to help out people affected by the… https://t.co/zFCJ4iXKPC
2021-02-19 01:50:21+00:00,2021-02-19,"Tito here helping me get through this crazy Texas weather   
#texassnow https://t.co/GYun1AfosB"
2021-02-19 01:49:43+00:00,2021-02-19,@TexasTribune Another reason why this new-ish (5 year) transplant is moving as far away from #Texas as possible! Do… https://t.co/k0UcQ0CNLK
2021-02-19 01:48:44+00:00,2021-02-19,Water is Life. #waterislife #texaswinterstorm #Texas
2021-02-19 01:48:08+00:00,2021-02-19,"This is Texas! 
@BernieSanders @LoneStarBeer 
#TexasFreeze #TexasWinterStorm2021 #SanAntonio #Texas #beerlover… https://t.co/ADhM3SvbdA"
2021-02-19 01:48:03+00:00,2021-02-19,"@SenTedCruz EMBARRASSES himself when confronted at #Airport #FlyingTed  What a festering, vile boil #CancunCruz is… https://t.co/FX8DuqYj3a"
2021-02-19 01:47:37+00:00,2021-02-19,"More snow in San Antonio... Prayers for everyone without water and anyone still without power🙏🏻💗 
#prayfortexas… https://t.co/uNwNWyfSMb"
2021-02-19 01:42:24+00:00,2021-02-19,@tedcruz @SenTedCruz #texas #TexasFreeze #TexasBlackout #TedCruz #CruzResign #ResignTedCruz https://t.co/e9mdV5UohG
2021-02-19 01:41:37+00:00,2021-02-19,"Working for a non profit has a ton of benefits, one being how understanding my boss is. We still get paid cause it’… https://t.co/p29EHiThsl"
2021-02-19 01:38:46+00:00,2021-02-19,#CruzToCancun #CruzResign #texaswinterstorm ❗👀👇 https://t.co/YJzoTfg4fn
2021-02-19 01:37:30+00:00,2021-02-19,The apartment unit next to my brother on fire off TPC Pkwy apparently the trucks are bringing water in because the… https://t.co/Bo8aYL5y0G
2021-02-19 01:31:19+00:00,2021-02-19,"Joey, our dog, brought out his snowman toy to play...come on Joey no way! We’ve seen more snowmen than any #texan s… https://t.co/aTgdYPY0id"
2021-02-19 01:27:08+00:00,2021-02-19,"#TexasPowerOutages #txlege #TedCruzRESIGN #texaswinterstorm #AbbottResign 

#Texas: *Having a literal crisis*

The… https://t.co/Toxv6moPTE"
2021-02-19 01:26:39+00:00,2021-02-19,Thank you to First United Methodist Church in Harlingen for feeding the @cbs4rgv / @kveotv23 newsroom tonight! A ho… https://t.co/hf0XCvleGn
2021-02-19 01:26:25+00:00,2021-02-19,"WARMING STATIONS.

#TexasFreeze https://t.co/E910PhL8tM"
2021-02-19 01:25:19+00:00,2021-02-19,"Imagine being elected as a public servant, voting to block the pandemic relief package, then taking a last min vaca… https://t.co/c19UMgNvYl"
2021-02-19 01:24:43+00:00,2021-02-19,"“Wow, this looks more apocalyptic than at the beginning of the pandemic” #TexasFreeze https://t.co/TFhZDJnOAs"
2021-02-19 01:23:47+00:00,2021-02-19,"Hahaha @tedcruz @SenTedCruz is full of shitttt. Everyone sees through his BS. F U dude.
#TedCruzRESIGN #TedFled… https://t.co/dqGhg39e12"
2021-02-19 01:22:27+00:00,2021-02-19,"The @fema chief will be on The Rachel @maddow show tonight?
Who?

Did we even HAVE a #FEMA Chief the past four year… https://t.co/96ZnrPVVnQ"
2021-02-19 01:22:06+00:00,2021-02-19,"I am so lucky to have a roof over my head, food, and access to resources. Think about the homeless, disabled, immig… https://t.co/SIESQMcXMo"
2021-02-19 01:22:01+00:00,2021-02-19,Wish you were here!!! 😎😎😎 @tedcruz @SenTedCruz @SenateGOP @GOP #CancunCruz #RafaelCruz #TedCruz #GOP #Texas… https://t.co/MWJUi17fHy
2021-02-19 01:17:59+00:00,2021-02-19,"@Hannity put lipstick on this pig!
#FlyinTed #LyinTed @SenTedCruz ran away with Heidi and her friends to escape the… https://t.co/CVfmV4NCsw"
2021-02-19 01:16:24+00:00,2021-02-19,Good read. Let’s start thinking more clearly about the people we elect to office at every level and in every state!… https://t.co/ZBLlgYqJHE
2021-02-19 01:14:50+00:00,2021-02-19,Love these random acts of kindness! ❤️🤗 🌮#RandomActsOrKindness #TexasFreeze #Tacos https://t.co/pscXxnLGpv
2021-02-19 01:14:16+00:00,2021-02-19,"@AOC I never agree with you, but nice work! Credit where credit is due. #TexasFreeze"
2021-02-19 01:13:51+00:00,2021-02-19,"What I have learned from @SenTedCruz : when it starts to get tough, just leave. 
@tedcruz #FledCruz #TexasFreeze"
2021-02-19 01:13:40+00:00,2021-02-19,@kylegriffin1 #FlyinTed #LyinTed @SenTedCruz ran away with Heidi to escape the #TexasFreeze and left the common Texans to freeze!
2021-02-19 01:13:32+00:00,2021-02-19,#FlyinTed #LyinTed @SenTedCruz ran away with Heidi to escape the #TexasFreeze and left the common Texans to freeze! https://t.co/7cbkNFf4GW
2021-02-19 01:12:31+00:00,2021-02-19,"HEY @oncor, people in Temple demand answers! #oncor #templetx #TexasFreeze https://t.co/bpRhn8fRRw"
2021-02-19 01:10:57+00:00,2021-02-19,So glad local residents are getting the power back on! My parents went over 40 hours. Is this a plot to kill the el… https://t.co/dXnSImwr9v
2021-02-19 01:10:38+00:00,2021-02-19,@chrislhayes said @tedcruz thinks he is Rush Limbaugh with a Senate office! 😳 #AManMadeCrisis #TexasFreeze
2021-02-19 01:08:37+00:00,2021-02-19,"#FlyinTed 
#LyinTed 
@SenTedCruz ignored the @CDCgov travel advisory to Mexico so he could escape the cold and leav… https://t.co/qV6XthAmzG"
2021-02-19 01:07:55+00:00,2021-02-19,WTF #TexasFreeze #TedCruz #TedFled #CruzResign #CNN #FoxNews #TedCruzRESIGN #Republican #Cancun #TedCancunCruz https://t.co/4FE3RB5NcR
2021-02-19 01:07:45+00:00,2021-02-19,"These crews are solving the problem, they’re not who started the problem. Let’s hold the powerful accountable not t… https://t.co/NhdrEEGjH7"
2021-02-19 01:07:40+00:00,2021-02-19,"On the plus side, @tedcruz should be in quarantine for 5-15 days now, so there’s that.
#FlyinTedCruz #coronavirus #TexasFreeze"
2021-02-19 01:06:42+00:00,2021-02-19,@ATT what’s the ETA on getting wifi up and going.  It’s been out since February 16 with no estimate of restoring of… https://t.co/cKNFAjN3k6
2021-02-19 01:06:03+00:00,2021-02-19,@RaulM956 hope your gas bill isn’t this high. #TexasFreeze https://t.co/TMoPXKfQar
2021-02-19 01:04:37+00:00,2021-02-19,Lmfao #texas #FireTedCruz #TexasWinterStorm2021 #TexasFreeze https://t.co/ioduPLs0n2
2021-02-19 01:04:13+00:00,2021-02-19,"#texaswinterstorm
For those who don’t have running water and need to use the bathroom, line your toilet with a plas… https://t.co/prJeSYJ1om"
2021-02-19 01:04:09+00:00,2021-02-19,We have power!! We had been out since 2a Monday morning but we are home today. We don’t have running water yet but… https://t.co/K8Ie348MPf
2021-02-19 01:02:11+00:00,2021-02-19,"The Snowman thought he could dodge @DjHerrera21 who makes the tackle. 
🎥🏈

#TexasBlackout 
#TexasPowerOutages… https://t.co/g3ltGktLsV"
2021-02-19 01:02:02+00:00,2021-02-19,"@CBSNews The struggle is real!  

#TexasBlackout #SanAntonio #TexasPowerGrid"
2021-02-19 01:01:52+00:00,2021-02-19,"@BetoORourke will be the next senator of Texas, he has done more then @SenTedCruz during this winter disaster… https://t.co/Q9ucphXrbT"
2021-02-19 00:58:21+00:00,2021-02-19,Why hasn’t @POTUS said anything about #Texas and the #TexasBlackout.
2021-02-19 00:57:23+00:00,2021-02-19,I will use the halftime break of this great game to fill my toilets with water. #TexasFreeze https://t.co/JNRjvQLQwD
2021-02-19 00:55:22+00:00,2021-02-19,"But Texans would gladly agree to this to avoid federal oversight, right?? Right??? No? I must have misread that quo… https://t.co/Ml39roILNd"
2021-02-19 00:55:21+00:00,2021-02-19,".@tedcruz 
Shut the trap
The more you talk the worse it gets
Go shovel some snow for your neighbors 
#CancunCruz… https://t.co/l6tJDGiVV5"
2021-02-19 00:55:09+00:00,2021-02-19,#ImNoEinsteinBut I wouldn't re elect the guys who just caused me 5 days of hardship and have publicly said I should… https://t.co/PYFeKtQmOB
2021-02-19 00:53:58+00:00,2021-02-19,"More shopping pics....

#TexasFreeze https://t.co/wJJH2xEQnf"
2021-02-19 00:53:08+00:00,2021-02-19,"Here’s a list of resources related to securing food, immediate financial assistance, and shelter in Travis County (… https://t.co/ZhBZrGZ4wn"
2021-02-19 00:51:01+00:00,2021-02-19,"@JohnCornyn , when you go on a luxury vacation, like @SenTedCruz , will you consider talking me along? #texasfreeze… https://t.co/JWSlmaAlNA"
2021-02-19 00:50:56+00:00,2021-02-19,Check out Lauren Dougherty546's video! #TikTok https://t.co/yZbRAeTpcg #texas #texassnow #tedcruz #weather
2021-02-19 00:49:39+00:00,2021-02-19,@WritePurpose @tedcruz @SenTedCruz ; was it fully inclusive? I’m one of your constituents and this was my luxury tr… https://t.co/2cLoBbkVwn
2021-02-19 00:49:36+00:00,2021-02-19,My son ain't right 😭😭😭😭😅😅😅😅😅😅😅😅😅😅😅 He was hating on my boots didn't want me to be great 😏😜😭 #JunebugChallenge but m… https://t.co/RkWnzteMY1
2021-02-19 00:49:30+00:00,2021-02-19,🙃 #TexasFreeze #TedFled #TedCruz @SenTedCruz @SpeakerPelosi https://t.co/Z2u7580o1R
2021-02-19 00:48:49+00:00,2021-02-19,I was excited for a sec when I got through this line just to find out the line continues down the next aisle.… https://t.co/HrukVrFsQb
2021-02-19 00:45:27+00:00,2021-02-19,"STORM DAMAGE CLAIMS—As power is restored, many are now dealing with storm-related damage. Even if you have no insur… https://t.co/uMkjRHTe5G"
2021-02-19 00:43:50+00:00,2021-02-19,"I thought #carbonmonoxide issues were more well known. Is it lack of education in not knowing grills, campfire stov… https://t.co/tVBDjbk9op"
2021-02-19 00:41:35+00:00,2021-02-19,"If you want to know the impact of the #TexasBlackout beyond the numbers, listen to this story from my colleague… https://t.co/DMUBCROXJQ"
2021-02-19 00:36:48+00:00,2021-02-19,Pray for Texas to actually vote in people who actually want the best for them as citizens and not what their corpor… https://t.co/2dqYzpQSf6
2021-02-19 00:36:38+00:00,2021-02-19,These are all challenges we will be addressing in our future live / work tinyhouse community of innovators and entr… https://t.co/myKWtvEtIg
2021-02-19 00:36:26+00:00,2021-02-19,@HelenKennedy What a pathetic lie about the first lie he told.  He's just making it up as he goes along.  Throwing… https://t.co/opU2dsELd8
2021-02-19 00:36:02+00:00,2021-02-19,@therecount Man— if you voted for this guy!!! You deserve everything that you’re enduring with this Texas outage. I… https://t.co/PWMLbssvnK
2021-02-19 00:35:24+00:00,2021-02-19,I hope the citizens of Texas remember this when they go to vote for the next Senator #cruzincancun #TexasFreeze… https://t.co/56ubjYhQzy
2021-02-19 00:34:24+00:00,2021-02-19,"End the Oil Oligarchy in Texas or this power grid travesty WILL happen again! 
#Texas #TexasFreeze… https://t.co/dfnj6hxpuc"
2021-02-19 00:31:54+00:00,2021-02-19,#TedFled #TedCruz #TedCruzRESIGN #CancunCruz #TexasBlackout https://t.co/dDezGzJe4q
2021-02-19 00:31:06+00:00,2021-02-19,@TexasOrthopedic will be open tomorrow!!! #TexasFreeze is almost over. Be safe. Hope your electricity and water are on.
2021-02-19 00:30:59+00:00,2021-02-19,Yes Cruz enjoys a Mai Tai while Texas freezes #TexasFreeze #TedFled #LyingTed #CruzResign #CancunCruz https://t.co/mMOSUFJjDj
2021-02-19 00:28:00+00:00,2021-02-19,Friday Eve looking over Dallas. Keep those faucets dripping. Watch for ice!  #DallasWeather #TexasFreeze https://t.co/YQ9uO71WQZ
2021-02-19 00:25:10+00:00,2021-02-19,Wow! @Tesla solar roof working well in Texas! More people could use this right now. @elonmusk #TexasPowerOutages… https://t.co/ALDmTaVM2H
2021-02-19 00:24:33+00:00,2021-02-19,"It shouldn't matter if you're a  #Republican or a #democrat if you're a #Texan you should be outraged! 
#TedFled… https://t.co/YfSgfyfBDV"
2021-02-19 00:24:13+00:00,2021-02-19,Throwback to a few hours ago warming up with #CorneliusJack (who's clearly done w/ no power) in the car.… https://t.co/IXBWKOFNNP
2021-02-19 00:23:54+00:00,2021-02-19,"I know I shouldn’t, but 😂 #TedFled #TedCruz #TexasFreeze https://t.co/NS2MhNdfFs"
2021-02-19 00:23:28+00:00,2021-02-19,The irony of @TedCruz seeking refuge and a better life for his family...in Mexico. Let that sink in. #TexasFreeze
2021-02-19 00:21:41+00:00,2021-02-19,Ted Cruz fled to Cancun... it's a good thing someone is busy working to help #texans in need. #TedFled… https://t.co/HUeTC2p85o
2021-02-19 00:21:37+00:00,2021-02-19,@JorgeZGranados1 How are things in TX? Thinking about you! #AggiePride #TexasFreeze
2021-02-19 00:21:19+00:00,2021-02-19,Praying so much for the people of Texas. But especially for all the parents and caretakers having to keep their chi… https://t.co/4L6g9lMsRz
2021-02-19 00:17:53+00:00,2021-02-19,@DeanObeidallah help spread the word #TexasWinterStorm2021 #TexasFreeze #TexasBlackout https://t.co/1dNYOgalFM
2021-02-19 00:17:14+00:00,2021-02-19,@DeanObeidallah help spread the word #TexasWinterStorm2021 #TexasFreeze https://t.co/5ws2RcWWfL
2021-02-19 00:17:03+00:00,2021-02-19,"It ain’t over ‘til it’s over, and with lows in the teens again tonight, it ain’t over: Forecasters say Dallas-Fort… https://t.co/kSyXTwAvEl"
2021-02-19 00:16:32+00:00,2021-02-19,"Who's fought was it for the response being so bad? 

#TexasWeather 
#TexasBlackout"
2021-02-19 00:15:30+00:00,2021-02-19,Resign @tedcruz. #TexasFreeze #TexasWinterStorm2021 https://t.co/E2v4Fb9GLs
2021-02-19 00:15:13+00:00,2021-02-19,"Are you tired of the snow? 

#TexasWeather"
2021-02-19 00:15:04+00:00,2021-02-19,I'm compiling a spreadsheet of open businesses and shelters available right now. https://t.co/oS2rrdP7nx… https://t.co/c1hbYNTiz7
2021-02-19 00:15:04+00:00,2021-02-19,So it is No Longer Rumor it’s true. @tedcruz While your state is being hit with one of the WORST weather Disasters… https://t.co/KpZN42rGUD
2021-02-19 00:14:04+00:00,2021-02-19,"@J_Mei21 @SenTedCruz Yes sir, thanks for asking. No water since Tuesday. At least we have some bottled water &amp; fill… https://t.co/wMu0a40GAk"
2021-02-19 00:13:15+00:00,2021-02-19,Check out bridgettemhdz's video! #TikTok https://t.co/a4j5G0c8ZB #DallasWeather #TexasFreeze #TexasWinterStorm2021
2021-02-19 00:13:12+00:00,2021-02-19,I’m so sick of pasta #TexasFreeze
2021-02-19 00:09:57+00:00,2021-02-19,"For some of us thinking we might move to Colorado etc... our mind has been made up. It's a no. Thank you Texas Winter Storm. 

#TexasWeather"
2021-02-19 00:09:29+00:00,2021-02-19,After losing water.  #TexasFreeze https://t.co/hNLLXw7Gyw
2021-02-19 00:09:26+00:00,2021-02-19,#TexasFreeze #TexasWinterStorm2021 #TexasStrong  #ResignTedCruz https://t.co/Ok7RVtBrUk
2021-02-19 00:08:14+00:00,2021-02-19,@WritePurpose #texasfreeze #TexasFreezesCruzFliesToMexico #FlyingTed https://t.co/uBHWGNxi5C
2021-02-19 00:07:53+00:00,2021-02-19,@WritePurpose #texasfreeze #TexasFreezesCruzFliesToMexico #FlyingTed https://t.co/x4kCjSeF21
2021-02-19 00:07:14+00:00,2021-02-19,@WritePurpose #texasfreeze #TexasFreezesCruzFliesToMexico #FlyingTed https://t.co/CIaCb26my8
2021-02-19 00:07:10+00:00,2021-02-19,"Update: survived the snow and cold without power, heat, water and essentials cut off, now frozen water in the pipes… https://t.co/alkzGGtYHk"
2021-02-19 00:06:54+00:00,2021-02-19,Texans didnt like @EzekielElliott flying to #cancun during @dallascowboys Spring Training &amp; @tedcruz thought they w… https://t.co/EgP91ZRW3K
2021-02-19 00:06:50+00:00,2021-02-19,@WritePurpose #texasfreeze #TexasFreezesCruzFliesToMexico #FlyingTed https://t.co/kKuusnhtYN
2021-02-19 00:06:23+00:00,2021-02-19,@WritePurpose #texasfreeze #TexasFreezesCruzFliesToMexico #FlyingTed https://t.co/daToE0pyFq
2021-02-19 00:06:12+00:00,2021-02-19,Stolen from the comments #tedcruz #humansagainsttedcruz #lyinted #CancunHereWeCome #flyinted #mentiroso #TexasFreeze https://t.co/zQObGfKBfT
2021-02-19 00:01:34+00:00,2021-02-19,"Terrible news. 

""One man has been found frozen to death in his recliner in Texas, as at least 24 people have died… https://t.co/lXBVEvYP9F"
2021-02-19 00:00:19+00:00,2021-02-19,"Of COURSE it was a lie, and a stupid one. #TexasFreeze #TexasBlackout #TexasWinterStorm2021 https://t.co/d7rGYoN25t"
2021-02-18 23:59:11+00:00,2021-02-18,"2020: No toilet paper. 

2021: Toilet paper but no toilet water. 

Welcome to 2021 y’all. 😂🤣😂
#TexasStorm2021 #texaswinterstorm"
2021-02-18 23:58:20+00:00,2021-02-18,Day 6 of my neighborhood streets. ❄️❄️❄️ #texas #TexasWinterStorm2021 #TexasBlackout https://t.co/zBCjENP0CE
2021-02-18 23:58:19+00:00,2021-02-18,"Lets talk about the coward,spineless #TedCruz who got on a damn ✈️to Cancun while people in #texaswinterstorm… https://t.co/yqrF6PFJGU"
2021-02-18 23:57:35+00:00,2021-02-18,#cruz on #Cruise during #TexasBlackout . He’s a mighty nice fella y’all! Yeehaw! https://t.co/uu2hLmpOSr
2021-02-18 23:57:29+00:00,2021-02-18,"@tedcruz You are a coward &amp; a spineless jellyfish. This is exactly why we didn't vote for you.
#TedFled #TedCruz… https://t.co/6PchvOLfZK"
2021-02-18 23:55:24+00:00,2021-02-18,I survived the #texaspoweroutage #TexasStrong  Froze my titties off but still made it. Whoever was praying on our d… https://t.co/wuPJNoeTIX
2021-02-18 23:54:00+00:00,2021-02-18,The @nytimes obtains text messages between Sen Ted Cruz’ wife Heidi and her neighbors where she discusses their fam… https://t.co/bf9guWucPw
2021-02-18 23:52:59+00:00,2021-02-18,#CancunCruz #winterstorm2021 #texaswinterstorm blame #republicans @GovAbbott @GregAbbott_TX @SenTedCruz @tedcruz https://t.co/cNzd0aC0mK
2021-02-18 23:52:42+00:00,2021-02-18,@Ojeda4America speaking for all #texans about #TedCruzFailedTexas during #TexasBlackout #TexasWinterStorm2021 https://t.co/Ai2o7cvoYY
2021-02-18 23:52:36+00:00,2021-02-18,"@kathygriffin Fuck the entire family then. Specially ""the daughters"" #TedCruz #TedCruzRESIGN #TedCruzFailedTexas… https://t.co/7BLHeb0LQE"
2021-02-18 23:51:37+00:00,2021-02-18,"Still need water. We have livestock to feed, we are completely out of feed. I'm not sure how to handle this.… https://t.co/Wvq5RyIHho"
2021-02-18 23:51:19+00:00,2021-02-18,"This was Monday morning, that's my gold car
#texaswinterstorm https://t.co/2OTTGRLLw3"
2021-02-18 23:50:05+00:00,2021-02-18,"@SenTedCruz is disconnected from constituents. Focus on #Texas &amp; your constituents!

This is a complete tone-def… https://t.co/ZyKXzu6ysT"
2021-02-18 23:48:23+00:00,2021-02-18,"Still no water @tedcruz
@GregAbbott_TX #TexasBlackout #TexasPowerGrid #Texas https://t.co/4Sy0e1bBif"
2021-02-18 23:48:09+00:00,2021-02-18,"The essence of living is giving #Houston #TexasStrong #texaswinterstorm Help others if you can, or bare minimum con… https://t.co/lJwrFD0ety"
2021-02-18 23:48:00+00:00,2021-02-18,#TexasBlackout https://t.co/xkVRfCVeST
2021-02-18 23:47:09+00:00,2021-02-18,#texaspoweroutage https://t.co/xkVRfCVeST
2021-02-18 23:46:05+00:00,2021-02-18,#TexasBlackout https://t.co/qettKi6BT5
2021-02-18 23:42:10+00:00,2021-02-18,A Texas Winter Wonderland❄️🇨🇱⛄️🌨 Making it positive with the loves of my life💝💝#snow #TexasWinterStorm2021… https://t.co/CWSNtA9mhb
2021-02-18 23:40:16+00:00,2021-02-18,We want #justice ! Justice for the victims of #BeirutBlast ! Third biggest #nuclear blast in history! #lebanon #cnn… https://t.co/MUvGTvpgg2
2021-02-18 23:39:51+00:00,2021-02-18,"Hey Texas, let me talk sexy for you. *Clears throat.*
""Fresh produce. Green vegetables. Ripe fruit. Mashed potatoes… https://t.co/Dv8b5M0W3u"
2021-02-18 23:37:52+00:00,2021-02-18,NEWEST MEME! GIVE US A FOLLOW 🙌! #TedFled #TedCruz #TedCruzRESIGN #TedCruzFliesToCancunWhileHoustonFreezes… https://t.co/szYpaVLFGg
2021-02-18 23:36:43+00:00,2021-02-18,Skipping through a lot of people’s content today on IG to stay in the know &amp; share relevant info for people in need… https://t.co/QJ0vlxx5CJ
2021-02-18 23:34:45+00:00,2021-02-18,"@tedcruz @GregAbbott_TX  #AbbottFailedTexas #TexasFreeze  #TedCruzRESIGN 

Melting snow for toilets.  No water for… https://t.co/rX4RBC1AaS"
2021-02-18 23:29:07+00:00,2021-02-18,Anyone else in Houston feel like the freezing temps just keep pushing out further?  Enough already! I’m so done wit… https://t.co/1jlumXK1yX
2021-02-18 23:29:05+00:00,2021-02-18,"#texassnow #2021 @ Houston, Texas https://t.co/GlYnJLcnrE"
2021-02-18 23:27:49+00:00,2021-02-18,Snowing again in Texas. #texassnow https://t.co/TGdhS50pz6
2021-02-18 23:27:43+00:00,2021-02-18,"Ted Cruz is only for himself! Come on Texas, you can do better! Make him resign!! Ted Cruz travels to Cancun as Tex… https://t.co/6ViAQVREJR"
2021-02-18 23:26:34+00:00,2021-02-18,Made this little snowman. #sanantonio #texassnow #texaswinter #texaswinterstorm2021 https://t.co/tiLhBuIgZf
2021-02-18 23:26:05+00:00,2021-02-18,@fema Will there be any type of food stipend given to replace all of the spoiled food? #houstonblackout #texaspoweroutage
2021-02-18 23:23:33+00:00,2021-02-18,#texaspoweroutage #TexasBlackout #ColdWeather #SubZero #nikonphotography https://t.co/uRRn91FrbF
2021-02-18 23:22:21+00:00,2021-02-18,Who can honestly say that they’ve never taken their family to the Cancun Airport for an hour because they were stre… https://t.co/29Cqmnkgb4
2021-02-18 23:21:43+00:00,2021-02-18,"Mexico is good enough for Ted Cruz, but Mexicans aren’t?

#FlyingTed #TedFled #Cancun #CancunCruz #CruzResign… https://t.co/QqsYFHivoV"
2021-02-18 23:21:31+00:00,2021-02-18,"I just took my first warm shower since Sunday morning. 

I might have experienced the rapture. 

#TexasFreeze… https://t.co/YuGZFTuxFt"
2021-02-18 23:21:28+00:00,2021-02-18,@AOC is doing more for Texas than treasonous Ted &amp; she’s not even our representative. Thank you Rep. Ocasio-Cortez… https://t.co/7v6NkpJh5X
2021-02-18 23:20:39+00:00,2021-02-18,"My first job was at a pizza place, I've had a shift like this before. Hat tip to these folks from one line worker t… https://t.co/dSH9iak1cA"
2021-02-18 23:18:47+00:00,2021-02-18,He’s the devil. #CruzResign #CancunCruz #CruzFailedTexas           He didn’t just leave the State. He left the Coun… https://t.co/21GsUKAkcU
2021-02-18 23:18:41+00:00,2021-02-18,#houstonfreeze #houstonweather #houstonsnow #texaswinterstorm #Texas #texaspoweroutage https://t.co/FsBZyWdkJ1
2021-02-18 23:17:57+00:00,2021-02-18,Unacceptable that we do not hold people accountable for the failure of what happened to the Energy capital of the w… https://t.co/8jYyOgs3gd
2021-02-18 23:17:08+00:00,2021-02-18,@SenTedCruz #ResignTedCruz !  What a despicable POS!   People are dying in your state which has had multmillions wi… https://t.co/3MplLQYDkk
2021-02-18 23:15:17+00:00,2021-02-18,@SenTedCruz  @tedcruz your constituents are dying ... #texaswinterstorm Houston police: Ted Cruz's staff asked for… https://t.co/UlyIBi4xM8
2021-02-18 23:14:23+00:00,2021-02-18,".@SenateGOP .@HouseGOP sure, let's deregulate everything. Big government is the problem? No, greed is the problem.… https://t.co/oeGqKUUxep"
2021-02-18 23:10:51+00:00,2021-02-18,"@SenTedCruz when your daughters don’t speak to you anymore remember why. 

Personally, this thought brings me warmt… https://t.co/GpdML4O8XQ"
2021-02-18 23:09:41+00:00,2021-02-18,Oh Texas is HURTING. I pray provisions are close by to deliver when roads are safe! #winterstorm2021 #TexasFreeze https://t.co/kHtdzwqG30
2021-02-18 23:08:36+00:00,2021-02-18,@tedcruz is blowing a lot more air than the windmills in Texas at this time. Way to be accountable Ted!!  #TexasFreeze #BetoCaresAboutTexas
2021-02-18 23:06:24+00:00,2021-02-18,Our Texas winter weather is finally melting. #texaswinterstorm https://t.co/KB312qlWq1
2021-02-18 23:06:24+00:00,2021-02-18,#TexasSnow https://t.co/5jIez0XNp7
2021-02-18 23:05:54+00:00,2021-02-18,"How's that national grid working out for you all? 90% of Texans that lost power have it back. Of course, the realit… https://t.co/BdlIbSZ5i7"
2021-02-18 23:05:44+00:00,2021-02-18,"Sooo....about those steps....

#TexasFreeze #TexasWinterStorm2021 https://t.co/R3q9fd7lhP"
2021-02-18 23:04:40+00:00,2021-02-18,"Icicles on magnolia leaves. 
#texassnow @ Grapevine, Texas https://t.co/TmgD0F2OZg"
2021-02-18 23:03:25+00:00,2021-02-18,Funny not funny #TexasFreeze #texaspoweroutage #TexasWinterStorm2021 #TexasPowerGrid https://t.co/x09Az5kVBF
2021-02-18 23:02:04+00:00,2021-02-18,@ost_liquor isn’t my favorite #houstonliquorstore for just any reason #houstontx #houston #snowintexas… https://t.co/CgSA7VtSNS
2021-02-18 23:01:53+00:00,2021-02-18,Any resources for cat insulin?? A neighbor is asking. Can’t find a vet open or that has any. #texaspoweroutage
2021-02-18 23:01:29+00:00,2021-02-18,Ted Cruz is a continuous failure. 🤦🏻‍♂️💯 #Cancun #TedCruz #TedCancunCruz #TedCruzRESIGN #TexasFreeze #Texas @United… https://t.co/VNUMhLhRmG
2021-02-18 22:58:28+00:00,2021-02-18,"#KinderKonvo
I called ALL 20 students on my roster today to check on them ❄🌨
 
One Student: ""Ms Bishop, I built a s… https://t.co/8dx5vgvoAY"
