epoch, train_loss_D, train_loss_G,train_Acc, val_Acc, cm00, cm01, cm02, cm10, cm11, cm12, cm20, cm21, cm22
172, 0.862387, 0.032090, 0.811111, 0.637037, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 30.000000, 6.000000, 54.000000
173, 0.884640, 0.021248, 0.877778, 0.644444, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 29.000000, 6.000000, 55.000000
174, 0.952329, 0.073718, 0.788889, 0.651852, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 28.000000, 6.000000, 56.000000
175, 0.846782, 0.029782, 0.822222, 0.674074, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 6.000000, 59.000000
176, 0.790308, 0.032568, 0.766667, 0.666667, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 25.000000, 6.000000, 59.000000
177, 0.906524, 0.061995, 0.822222, 0.659259, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 26.000000, 6.000000, 58.000000
178, 0.881965, 0.022977, 0.800000, 0.659259, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 26.000000, 6.000000, 58.000000
179, 0.801594, 0.159395, 0.800000, 0.659259, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 26.000000, 6.000000, 58.000000
180, 0.804117, 0.109548, 0.766667, 0.659259, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 26.000000, 6.000000, 58.000000
181, 0.853607, 0.046218, 0.788889, 0.666667, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 25.000000, 6.000000, 59.000000
182, 0.730098, 0.066870, 0.844444, 0.659259, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 26.000000, 6.000000, 58.000000
183, 0.753749, 0.045083, 0.877778, 0.659259, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 26.000000, 6.000000, 58.000000
184, 0.814572, 0.064816, 0.788889, 0.659259, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 26.000000, 6.000000, 58.000000
185, 0.928346, 0.035967, 0.855556, 0.659259, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 26.000000, 6.000000, 58.000000
186, 0.786113, 0.045313, 0.844444, 0.659259, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 26.000000, 6.000000, 58.000000
187, 0.742543, 0.013750, 0.844444, 0.659259, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 26.000000, 6.000000, 58.000000
188, 0.716883, 0.037411, 0.811111, 0.659259, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 26.000000, 6.000000, 58.000000
189, 0.678366, 0.030111, 0.811111, 0.666667, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 25.000000, 6.000000, 59.000000
190, 0.660892, 0.013833, 0.866667, 0.666667, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 25.000000, 6.000000, 59.000000
191, 0.669390, 0.053409, 0.777778, 0.666667, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 25.000000, 6.000000, 59.000000
192, 0.832573, 0.011691, 0.833333, 0.674074, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 24.000000, 6.000000, 60.000000
193, 0.660989, 0.025665, 0.822222, 0.674074, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 24.000000, 6.000000, 60.000000
194, 0.752372, 0.014191, 0.855556, 0.674074, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 24.000000, 6.000000, 60.000000
195, 0.709197, 0.008036, 0.866667, 0.674074, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 24.000000, 6.000000, 60.000000
196, 0.722056, 0.043173, 0.800000, 0.681481, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 24.000000, 5.000000, 61.000000
197, 0.727207, 0.010730, 0.877778, 0.681481, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 24.000000, 5.000000, 61.000000
198, 0.856162, 0.060150, 0.833333, 0.681481, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 24.000000, 5.000000, 61.000000
199, 0.748047, 0.007845, 0.888889, 0.681481, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 25.000000, 4.000000, 61.000000
200, 0.640675, 0.082806, 0.866667, 0.681481, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 25.000000, 4.000000, 61.000000
201, 0.659807, 0.022599, 0.800000, 0.681481, 31.000000, 1.000000, 12.000000, 1.000000, 0.000000, 0.000000, 25.000000, 4.000000, 61.000000
202, 0.711216, 0.014524, 0.811111, 0.688889, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 4.000000, 61.000000
203, 0.727986, 0.016247, 0.866667, 0.688889, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 4.000000, 61.000000
204, 0.626825, 0.038002, 0.866667, 0.688889, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 4.000000, 61.000000
205, 0.700983, 0.018898, 0.900000, 0.688889, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 4.000000, 61.000000
206, 0.751841, 0.029946, 0.922222, 0.696296, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 3.000000, 62.000000
207, 0.724961, 0.041012, 0.855556, 0.696296, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 3.000000, 62.000000
208, 0.694876, 0.046875, 0.811111, 0.696296, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 3.000000, 62.000000
209, 0.695661, 0.014760, 0.911111, 0.688889, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 4.000000, 61.000000
210, 0.766844, 0.005592, 0.844444, 0.688889, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 4.000000, 61.000000
211, 0.706452, 0.010466, 0.911111, 0.688889, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 4.000000, 61.000000
212, 0.645887, 0.027291, 0.877778, 0.681481, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 5.000000, 60.000000
213, 0.626859, 0.003325, 0.866667, 0.681481, 32.000000, 1.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 5.000000, 60.000000
214, 0.673952, 0.011549, 0.811111, 0.688889, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 5.000000, 60.000000
215, 0.603158, 0.004466, 0.844444, 0.688889, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 5.000000, 60.000000
216, 0.714381, 0.017388, 0.811111, 0.688889, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 5.000000, 60.000000
217, 0.645366, 0.010996, 0.911111, 0.688889, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 5.000000, 60.000000
218, 0.740789, 0.013311, 0.866667, 0.688889, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 25.000000, 5.000000, 60.000000
219, 0.637354, 0.013503, 0.877778, 0.696296, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 24.000000, 5.000000, 61.000000
220, 0.746857, 0.009888, 0.911111, 0.703704, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 5.000000, 62.000000
221, 0.796022, 0.041031, 0.888889, 0.703704, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 5.000000, 62.000000
222, 0.608248, 0.015626, 0.900000, 0.703704, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 5.000000, 62.000000
223, 0.647262, 0.039979, 0.855556, 0.703704, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 5.000000, 62.000000
224, 0.540528, 0.005171, 0.877778, 0.703704, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 5.000000, 62.000000
225, 0.631643, 0.014387, 0.911111, 0.703704, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 5.000000, 62.000000
226, 0.690037, 0.039615, 0.911111, 0.711111, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 22.000000, 5.000000, 63.000000
227, 0.690058, 0.067582, 0.833333, 0.711111, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 22.000000, 5.000000, 63.000000
228, 0.566637, 0.011062, 0.888889, 0.711111, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 22.000000, 5.000000, 63.000000
229, 0.635105, 0.027602, 0.911111, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 22.000000, 3.000000, 65.000000
230, 0.602274, 0.038780, 0.922222, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 22.000000, 3.000000, 65.000000
231, 0.566614, 0.056972, 0.900000, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 22.000000, 3.000000, 65.000000
232, 0.633575, 0.030088, 0.866667, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 22.000000, 3.000000, 65.000000
233, 0.545998, 0.009796, 0.833333, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 22.000000, 3.000000, 65.000000
234, 0.592333, 0.025906, 0.877778, 0.733333, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 21.000000, 3.000000, 66.000000
235, 0.601274, 0.030659, 0.866667, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
236, 0.608040, 0.015162, 0.888889, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
237, 0.570855, 0.012167, 0.822222, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
238, 0.622722, 0.035585, 0.933333, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
239, 0.591262, 0.034739, 0.922222, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
240, 0.537153, 0.003223, 0.833333, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
241, 0.570881, 0.017233, 0.922222, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
242, 0.646461, 0.028376, 0.866667, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
243, 0.477282, 0.024539, 0.900000, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
244, 0.545356, 0.010713, 0.833333, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
245, 0.509887, 0.056915, 0.888889, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
246, 0.613115, 0.043815, 0.888889, 0.725926, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
247, 0.549321, 0.009575, 0.822222, 0.725926, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
248, 0.497101, 0.009337, 0.877778, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
249, 0.587719, 0.013585, 0.888889, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
250, 0.601766, 0.011532, 0.811111, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
251, 0.545308, 0.010889, 0.844444, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
252, 0.446562, 0.009973, 0.877778, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
253, 0.429496, 0.009118, 0.833333, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
254, 0.637539, 0.007695, 0.900000, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
255, 0.496201, 0.004482, 0.855556, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
256, 0.517123, 0.004193, 0.933333, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
257, 0.516500, 0.022462, 0.888889, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
258, 0.492330, 0.018911, 0.900000, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
259, 0.533317, 0.024495, 0.833333, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
260, 0.533643, 0.026628, 0.888889, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
261, 0.486068, 0.007657, 0.877778, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
262, 0.497977, 0.005488, 0.933333, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
263, 0.526550, 0.022983, 0.944444, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
264, 0.432237, 0.028319, 0.911111, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
265, 0.494511, 0.013445, 0.933333, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
266, 0.520535, 0.004523, 0.888889, 0.725926, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 22.000000, 2.000000, 66.000000
267, 0.497169, 0.011356, 0.888889, 0.725926, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 22.000000, 2.000000, 66.000000
268, 0.535966, 0.019839, 0.877778, 0.725926, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 22.000000, 2.000000, 66.000000
269, 0.456144, 0.014555, 0.888889, 0.725926, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 22.000000, 2.000000, 66.000000
270, 0.489330, 0.002623, 0.888889, 0.718519, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
271, 0.574360, 0.006614, 0.911111, 0.718519, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
272, 0.546506, 0.008750, 0.933333, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
273, 0.515460, 0.015284, 0.866667, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
274, 0.481530, 0.003245, 0.944444, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
275, 0.562019, 0.004993, 0.888889, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
276, 0.452575, 0.002667, 0.888889, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
277, 0.456320, 0.004163, 0.922222, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
278, 0.493383, 0.012830, 0.911111, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
279, 0.469319, 0.020818, 0.911111, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
280, 0.477748, 0.006914, 0.900000, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
281, 0.474341, 0.012658, 0.933333, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
282, 0.503308, 0.011299, 0.900000, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
283, 0.493993, 0.010631, 0.866667, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
284, 0.440401, 0.006369, 0.911111, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
285, 0.353474, 0.012679, 0.944444, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
286, 0.460165, 0.010892, 0.933333, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
287, 0.470038, 0.008759, 0.866667, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
288, 0.432436, 0.014249, 0.855556, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
289, 0.385426, 0.014444, 0.922222, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
290, 0.474903, 0.009825, 0.944444, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
291, 0.502766, 0.008000, 0.855556, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
292, 0.484668, 0.010493, 0.833333, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
293, 0.427311, 0.015456, 0.933333, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
294, 0.472379, 0.023941, 0.944444, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
295, 0.469424, 0.021352, 0.855556, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
296, 0.466963, 0.022988, 0.866667, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
297, 0.410944, 0.006044, 0.877778, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
298, 0.423761, 0.014328, 0.911111, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
299, 0.438045, 0.033974, 0.900000, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
300, 0.480509, 0.027477, 0.944444, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
301, 0.437464, 0.005001, 0.933333, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
302, 0.454146, 0.001268, 0.888889, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
303, 0.433309, 0.004820, 0.911111, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
304, 0.494092, 0.008653, 0.911111, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
305, 0.337074, 0.004450, 0.966667, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
306, 0.431186, 0.003350, 0.933333, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
307, 0.464764, 0.006699, 0.877778, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
308, 0.431915, 0.007158, 0.911111, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
309, 0.396770, 0.003195, 0.877778, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
310, 0.387566, 0.003237, 0.888889, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
311, 0.349027, 0.005074, 0.955556, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
312, 0.365877, 0.007631, 0.944444, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
313, 0.465373, 0.011547, 0.877778, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
314, 0.419909, 0.002141, 0.877778, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
315, 0.376012, 0.001804, 0.922222, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
316, 0.399306, 0.001537, 0.900000, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
317, 0.359045, 0.010198, 0.877778, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
318, 0.322872, 0.018075, 0.888889, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
319, 0.343529, 0.010928, 0.911111, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
320, 0.422876, 0.007527, 0.866667, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
321, 0.448968, 0.007901, 0.866667, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
322, 0.333805, 0.004352, 0.933333, 0.725926, 33.000000, 0.000000, 11.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
323, 0.347145, 0.008546, 0.877778, 0.718519, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 23.000000, 2.000000, 65.000000
324, 0.336909, 0.013018, 0.911111, 0.725926, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 22.000000, 2.000000, 66.000000
325, 0.418205, 0.016296, 0.922222, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
326, 0.297638, 0.006998, 0.911111, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
327, 0.392614, 0.006247, 0.833333, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
328, 0.405635, 0.016490, 0.888889, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
329, 0.340437, 0.013171, 0.966667, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
330, 0.381640, 0.017846, 0.955556, 0.733333, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 21.000000, 2.000000, 67.000000
331, 0.404885, 0.005829, 0.922222, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
332, 0.360972, 0.010966, 0.911111, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
333, 0.442424, 0.018505, 0.911111, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
334, 0.322156, 0.006229, 0.922222, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
335, 0.321478, 0.001633, 0.877778, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
336, 0.419177, 0.002975, 0.888889, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
337, 0.412830, 0.005828, 0.888889, 0.748148, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
338, 0.280602, 0.002373, 0.911111, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
339, 0.332484, 0.003140, 0.900000, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
340, 0.403991, 0.003094, 0.900000, 0.740741, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 19.000000, 2.000000, 69.000000
341, 0.362767, 0.004642, 0.888889, 0.733333, 31.000000, 0.000000, 13.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
342, 0.383123, 0.006328, 0.977778, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
343, 0.395018, 0.004500, 0.900000, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
344, 0.295375, 0.004470, 0.933333, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
345, 0.288155, 0.013569, 0.944444, 0.740741, 32.000000, 0.000000, 12.000000, 1.000000, 0.000000, 0.000000, 20.000000, 2.000000, 68.000000
